时间,成交价,手数,买卖盘性质
09:15:03,8.2,2,0
09:15:06,8.16,89,0
09:15:09,8.21,29,0
09:15:12,8.2,45,0
09:15:33,8.2,45,0
09:15:42,8.2,45,0
09:15:48,8.16,229,0
09:15:51,8.16,234,0
09:16:00,8.16,234,0
09:16:03,8.16,484,0
09:16:09,8.16,484,0
09:16:12,8.16,490,0
09:16:21,8.16,490,0
09:16:33,8.16,490,0
09:16:39,8.16,490,0
09:16:48,8.16,592,0
09:16:54,8.26,942,0
09:16:57,8.26,942,0
09:17:03,8.26,942,0
09:17:06,8.26,941,0
09:17:09,8.26,953,0
09:17:12,8.26,984,0
09:17:15,8.26,984,0
09:17:21,8.26,984,0
09:17:39,8.28,983,0
09:17:54,8.29,983,0
09:17:57,8.29,983,0
09:18:06,8.29,983,0
09:18:15,8.29,983,0
09:18:18,8.23,64,0
09:18:48,8.23,69,0
09:18:54,8.2,158,0
09:19:03,8.2,158,0
09:19:06,8.23,71,0
09:19:24,8.23,81,0
09:19:33,8.23,86,0
09:19:36,8.23,93,0
09:19:42,8.23,94,0
09:19:45,8.23,94,0
09:19:48,8.23,66,0
09:19:51,8.23,66,0
09:19:54,8.21,79,0
09:19:57,8.21,81,0
09:20:00,8.21,82,0
09:20:03,8.23,86,0
09:20:06,8.23,86,0
09:20:12,8.25,139,0
09:20:21,8.25,139,0
09:20:30,8.25,139,0
09:20:33,8.25,143,0
09:20:42,8.25,143,0
09:20:48,8.25,147,0
09:20:51,8.25,147,0
09:20:57,8.25,147,0
09:21:03,8.25,147,0
09:21:27,8.25,147,0
09:21:30,8.25,147,0
09:21:33,8.25,390,0
09:21:36,8.25,390,0
09:21:57,8.25,395,0
09:22:00,8.25,395,0
09:22:12,8.25,395,0
09:22:18,8.25,456,0
09:22:21,8.25,456,0
09:22:30,8.25,464,0
09:22:33,8.25,469,0
09:22:51,8.25,509,0
09:23:00,8.25,525,0
09:23:06,8.25,549,0
09:23:09,8.25,555,0
09:23:24,8.25,555,0
09:23:27,8.25,555,0
09:23:33,8.25,555,0
09:23:45,8.25,555,0
09:23:48,8.25,556,0
09:23:51,8.25,559,0
09:23:57,8.25,560,0
09:24:03,8.25,569,0
09:24:06,8.25,569,0
09:24:09,8.25,569,0
09:24:12,8.25,569,0
09:24:15,8.25,574,0
09:24:21,8.25,574,0
09:24:24,8.25,581,0
09:24:27,8.25,622,0
09:24:30,8.25,625,0
09:24:33,8.25,625,0
09:24:36,8.25,628,0
09:24:39,8.25,632,0
09:24:42,8.25,632,0
09:24:45,8.25,632,0
09:24:48,8.24,652,0
09:24:51,8.23,714,0
09:24:54,8.23,744,0
09:24:57,8.23,821,0
09:25:00,8.23,898,1
09:30:00,8.23,17,1
09:30:03,8.22,427,-1
09:30:06,8.23,647,1
09:30:09,8.22,606,-1
09:30:12,8.23,509,1
09:30:15,8.23,246,-1
09:30:18,8.24,48,1
09:30:21,8.24,255,1
09:30:24,8.23,644,-1
09:30:27,8.21,300,-1
09:30:30,8.2,1580,-1
09:30:33,8.19,794,-1
09:30:36,8.19,1724,1
09:30:39,8.19,185,1
09:30:42,8.18,341,-1
09:30:45,8.19,91,1
09:30:48,8.2,346,1
09:30:51,8.21,49,1
09:30:54,8.21,235,1
09:30:57,8.19,87,-1
09:31:00,8.2,133,1
09:31:03,8.21,67,1
09:31:06,8.21,460,1
09:31:09,8.21,432,1
09:31:12,8.21,98,1
09:31:15,8.21,368,1
09:31:18,8.21,186,1
09:31:21,8.22,31,1
09:31:24,8.22,167,1
09:31:27,8.22,5,-1
09:31:30,8.23,17,1
09:31:33,8.22,366,-1
09:31:36,8.23,30,1
09:31:42,8.22,63,-1
09:31:48,8.23,49,1
09:31:51,8.23,102,1
09:31:54,8.23,361,1
09:31:57,8.23,62,1
09:32:00,8.23,168,1
09:32:03,8.22,85,-1
09:32:06,8.22,658,-1
09:32:09,8.22,203,1
09:32:12,8.21,192,-1
09:32:15,8.22,12,1
09:32:18,8.22,88,1
09:32:21,8.21,29,-1
09:32:24,8.21,60,-1
09:32:27,8.21,269,-1
09:32:30,8.21,96,1
09:32:33,8.21,18,1
09:32:36,8.21,824,1
09:32:39,8.22,657,1
09:32:42,8.22,109,-1
09:32:45,8.22,106,-1
09:32:48,8.22,94,-1
09:32:51,8.22,13,-1
09:32:54,8.22,45,-1
09:32:57,8.23,92,1
09:33:00,8.23,47,1
09:33:03,8.22,171,-1
09:33:06,8.23,61,1
09:33:09,8.22,58,-1
09:33:12,8.23,1,1
09:33:15,8.23,69,1
09:33:18,8.22,154,-1
09:33:21,8.22,52,-1
09:33:27,8.22,130,-1
09:33:33,8.23,27,1
09:33:36,8.23,116,1
09:33:39,8.23,1,1
09:33:42,8.22,149,-1
09:33:45,8.23,1,1
09:33:48,8.22,15,-1
09:33:51,8.23,74,1
09:33:54,8.22,41,-1
09:33:57,8.22,44,-1
09:34:00,8.23,170,1
09:34:03,8.23,12,1
09:34:06,8.23,1958,1
09:34:09,8.23,20,-1
09:34:12,8.23,146,-1
09:34:15,8.24,228,1
09:34:18,8.23,55,-1
09:34:21,8.24,60,1
09:34:24,8.23,56,-1
09:34:27,8.23,346,-1
09:34:30,8.24,33,1
09:34:33,8.24,184,1
09:34:36,8.24,32,1
09:34:39,8.24,462,1
09:34:42,8.23,199,-1
09:34:45,8.24,130,1
09:34:48,8.24,690,1
09:34:51,8.24,306,1
09:34:54,8.24,217,1
09:34:57,8.24,121,1
09:35:00,8.24,230,1
