时间,成交价,手数,买卖盘性质
09:15:00,36.42,32,0
09:15:09,36.44,34,0
09:15:27,36.4,70,0
09:15:36,37.86,169,0
09:15:54,37.86,139,0
09:16:03,37.86,193,0
09:16:12,36.25,136,0
09:16:21,36.25,136,0
09:16:30,36.61,48,0
09:16:39,36.42,81,0
09:16:48,37.11,91,0
09:16:57,36.55,46,0
09:17:15,36.61,46,0
09:17:24,36.55,46,0
09:17:42,36.8,46,0
09:17:51,36.66,46,0
09:18:00,36.66,46,0
09:18:27,36.8,44,0
09:18:36,36.56,58,0
09:18:45,36.55,59,0
09:18:54,36.66,43,0
09:19:03,37.11,12,0
09:19:21,36.81,22,0
09:19:30,37.09,18,0
09:19:39,37.11,20,0
09:19:48,37.1,20,0
09:20:00,37.09,20,0
09:20:18,37.05,20,0
09:20:36,37.05,21,0
09:20:54,37.09,24,0
09:21:12,37.03,24,0
09:21:30,36.87,27,0
09:22:06,36.97,28,0
09:22:15,37.0,30,0
09:22:24,37.0,30,0
09:22:33,37.0,33,0
09:22:51,36.87,38,0
09:23:00,37.03,51,0
09:23:09,37.03,53,0
09:23:18,37.03,59,0
09:23:27,36.99,64,0
09:23:36,36.99,77,0
09:23:45,37.03,84,0
09:23:54,36.99,87,0
09:24:03,36.99,98,0
09:24:12,36.99,104,0
09:24:21,36.93,117,0
09:24:30,36.93,144,0
09:24:39,36.93,174,0
09:24:48,36.93,209,0
09:24:57,36.99,298,0
09:25:00,36.99,348,1
09:30:00,37.05,545,1
09:30:03,36.97,268,-1
09:30:06,36.92,40,-1
09:30:09,36.71,96,-1
09:30:12,36.7,20,-1
09:30:15,36.71,98,1
09:30:18,36.91,98,1
09:30:21,37.03,13,1
09:30:24,36.89,43,-1
09:30:27,37.09,5,1
09:30:30,37.11,28,1
09:30:33,37.1,86,-1
09:30:36,37.09,54,-1
09:30:39,37.06,13,-1
09:30:42,37.03,67,-1
09:30:45,37.02,31,-1
09:30:48,37.03,8,1
09:30:51,36.98,10,-1
09:30:54,37.0,13,1
09:30:57,37.01,27,1
09:31:00,37.02,28,1
09:31:03,37.02,112,1
09:31:06,37.03,140,1
09:31:09,37.02,70,-1
09:31:12,37.09,49,1
09:31:15,37.11,197,1
09:31:18,37.2,3,1
09:31:21,37.17,27,-1
09:31:24,37.09,30,-1
09:31:27,37.27,20,1
09:31:30,37.26,55,1
09:31:33,37.19,148,-1
09:31:36,37.19,75,-1
09:31:39,37.2,45,1
09:31:42,37.36,205,1
09:31:45,37.38,115,1
09:31:48,37.36,88,-1
09:31:51,37.38,45,1
09:31:54,37.39,24,1
09:31:57,37.38,12,-1
09:32:00,37.36,61,1
09:32:03,37.35,28,-1
09:32:06,37.21,11,-1
09:32:09,37.21,17,1
09:32:12,37.29,14,1
09:32:15,37.29,4,1
09:32:18,37.29,42,1
09:32:21,37.33,22,1
09:32:24,37.29,12,-1
09:32:27,37.33,28,1
09:32:30,37.29,19,-1
09:32:33,37.32,33,1
09:32:36,37.3,140,1
09:32:39,37.32,49,1
09:32:42,37.29,53,-1
09:32:45,37.29,34,-1
09:32:48,37.33,68,1
09:32:51,37.33,66,-1
09:32:54,37.33,95,-1
09:32:57,37.36,80,1
09:33:00,37.33,57,-1
09:33:03,37.38,53,1
09:33:06,37.36,46,-1
09:33:09,37.38,54,1
09:33:12,37.4,77,1
09:33:15,37.4,20,1
09:33:18,37.4,24,-1
09:33:21,37.42,33,1
09:33:24,37.44,62,1
09:33:27,37.45,71,1
09:33:30,37.45,90,-1
09:33:33,37.42,130,-1
09:33:36,37.44,65,1
09:33:39,37.43,46,-1
09:33:42,37.39,39,-1
09:33:45,37.34,81,-1
09:33:48,37.43,64,1
09:33:51,37.4,8,-1
09:33:54,37.34,56,-1
09:33:57,37.34,7,1
09:34:00,37.34,33,1
09:34:03,37.34,59,-1
09:34:06,37.33,16,-1
09:34:09,37.37,15,1
09:34:12,37.34,4,1
09:34:15,37.33,83,-1
09:34:18,37.33,14,1
09:34:21,37.32,22,-1
09:34:24,37.32,22,-1
09:34:27,37.29,10,-1
09:34:30,37.29,6,1
09:34:33,37.28,26,-1
09:34:36,37.15,45,-1
09:34:39,37.15,24,-1
09:34:42,37.11,10,-1
09:34:45,37.11,14,-1
09:34:48,37.1,31,-1
09:34:51,37.1,35,-1
09:34:54,37.08,57,-1
09:34:57,37.1,22,1
09:35:00,37.1,25,1
09:35:03,37.05,58,-1
09:35:06,37.18,57,1
09:35:09,37.26,28,1
09:35:12,37.3,36,1
09:35:15,37.3,4,1
09:35:18,37.29,33,-1
09:35:21,37.26,11,-1
09:35:24,37.29,5,1
09:35:27,37.26,39,-1
09:35:30,37.2,12,-1
09:35:33,37.22,77,1
09:35:36,37.22,25,1
09:35:39,37.22,2,1
09:35:42,37.2,3,-1
09:35:45,37.12,15,-1
09:35:48,37.21,18,1
09:35:51,37.19,5,-1
09:35:54,37.12,21,-1
09:35:57,37.19,33,1
09:36:00,37.15,7,-1
09:36:03,37.19,30,1
09:36:06,37.15,34,-1
09:36:09,37.15,3,-1
09:36:12,37.15,17,-1
09:36:15,37.13,17,-1
09:36:18,37.14,45,1
09:36:21,37.13,33,-1
09:36:24,37.14,14,1
09:36:27,37.13,10,1
09:36:30,37.13,11,1
09:36:33,37.11,76,-1
09:36:36,37.13,62,1
09:36:39,37.11,1,-1
09:36:42,37.11,20,-1
09:36:45,37.11,20,-1
09:36:48,37.12,19,1
09:36:51,37.13,27,1
09:36:54,37.17,74,1
09:36:57,37.13,5,-1
09:37:00,37.16,13,1
09:37:03,37.19,34,1
09:37:06,37.16,32,-1
09:37:09,37.23,93,1
09:37:12,37.2,12,-1
09:37:15,37.25,57,1
09:37:18,37.29,68,1
09:37:21,37.29,2,-1
09:37:24,37.29,3,-1
09:37:27,37.3,34,1
09:37:30,37.32,6,1
09:37:33,37.32,15,1
09:37:36,37.32,26,1
09:37:39,37.3,60,-1
09:37:42,37.33,68,1
09:37:45,37.34,7,1
09:37:48,37.35,24,1
09:37:51,37.36,227,1
09:37:54,37.35,14,-1
09:37:57,37.38,24,1
09:38:00,37.37,20,1
09:38:03,37.35,47,-1
09:38:06,37.34,61,-1
09:38:09,37.35,67,1
09:38:12,37.33,4,-1
09:38:15,37.34,28,-1
09:38:18,37.34,57,-1
09:38:21,37.32,75,-1
09:38:24,37.34,24,1
09:38:27,37.33,57,-1
09:38:30,37.33,6,-1
09:38:33,37.33,55,1
09:38:36,37.34,6,1
09:38:39,37.34,76,1
09:38:42,37.33,5,-1
09:38:45,37.34,18,1
09:38:48,37.33,5,-1
09:38:51,37.33,21,-1
09:38:54,37.34,20,1
09:38:57,37.33,8,-1
09:39:00,37.33,27,-1
09:39:03,37.36,16,1
09:39:06,37.33,12,-1
09:39:09,37.34,28,1
09:39:12,37.37,67,1
09:39:15,37.4,95,1
09:39:18,37.49,265,1
09:39:21,37.5,124,1
09:39:24,37.52,47,1
09:39:27,37.55,30,1
09:39:30,37.6,112,1
09:39:33,37.68,17,1
09:39:36,37.66,37,-1
09:39:39,37.69,96,1
09:39:42,37.75,42,1
09:39:45,37.75,29,1
09:39:48,37.78,24,1
09:39:51,37.77,79,-1
09:39:54,37.75,138,-1
09:39:57,37.75,62,1
09:40:00,37.65,106,1
09:40:03,37.55,36,-1
09:40:06,37.55,18,-1
09:40:09,37.55,24,1
09:40:12,37.55,43,1
09:40:15,37.51,55,-1
09:40:18,37.48,25,-1
09:40:21,37.55,33,1
09:40:24,37.6,48,1
09:40:27,37.56,11,-1
09:40:30,37.66,38,1
09:40:33,37.65,166,-1
09:40:36,37.62,18,-1
09:40:39,37.65,19,1
09:40:42,37.64,35,-1
09:40:45,37.65,20,1
09:40:48,37.6,76,-1
09:40:54,37.56,34,-1
09:40:57,37.53,8,-1
09:41:00,37.51,22,-1
09:41:03,37.55,9,1
09:41:06,37.55,17,1
09:41:09,37.53,59,-1
09:41:12,37.53,55,-1
09:41:15,37.55,10,1
09:41:18,37.6,57,1
09:41:21,37.6,4,-1
09:41:24,37.62,28,1
09:41:27,37.64,24,1
09:41:30,37.66,57,1
09:41:33,37.65,62,-1
09:41:36,37.68,6,1
09:41:39,37.68,56,-1
09:41:42,37.7,12,1
09:41:45,37.69,84,-1
09:41:48,37.71,301,-1
09:41:51,37.72,6,1
09:41:54,37.75,11,1
09:41:57,37.78,113,1
09:42:00,37.78,64,1
09:42:03,37.72,139,-1
09:42:06,37.72,69,-1
09:42:09,37.75,106,1
09:42:12,37.7,47,-1
09:42:15,37.7,56,1
09:42:18,37.62,17,-1
09:42:21,37.63,61,1
09:42:24,37.63,21,1
09:42:27,37.63,31,-1
