时间,成交价,手数,买卖盘性质
09:16:12,22.03,77,0
09:17:24,22.03,77,0
09:17:33,22.03,77,0
09:18:00,22.79,0,0
09:18:09,22.62,13,0
09:18:27,22.63,13,0
09:19:30,22.79,0,0
09:23:27,22.66,1,0
09:23:45,22.68,1,0
09:24:12,22.69,1,0
09:24:30,22.7,1,0
09:24:39,22.79,6,0
09:24:48,22.79,11,0
09:24:57,22.79,20,0
09:25:00,22.79,20,1
09:30:00,22.7,44,-1
09:30:03,22.79,217,1
09:30:06,22.79,13,1
09:30:09,22.79,9,1
09:30:12,22.79,19,1
09:30:15,22.78,2,-1
09:30:27,22.8,2,-1
09:30:42,22.78,12,-1
09:30:45,22.72,4,-1
09:30:48,22.8,3,1
09:30:51,22.7,200,-1
09:30:54,22.84,22,1
09:30:57,22.79,2,1
09:31:00,22.83,5,1
09:31:03,22.84,10,1
09:31:12,22.85,2,1
09:31:15,22.85,19,1
09:31:18,22.84,1,-1
09:31:33,22.9,1,1
09:31:42,22.88,4,-1
09:31:51,22.88,21,1
09:32:00,22.88,1,1
09:32:03,22.88,2,1
09:32:21,22.88,12,-1
09:32:24,22.85,11,-1
09:32:27,22.84,1,-1
09:32:57,22.78,1,-1
09:33:03,22.8,1,-1
09:33:06,22.88,2,1
09:33:09,22.81,5,-1
09:33:12,22.88,1,1
09:33:15,22.88,2,1
09:33:45,22.92,12,1
09:33:48,22.84,3,-1
09:33:51,22.84,11,1
09:33:57,22.88,1,1
09:34:03,22.88,2,1
09:34:06,22.88,12,1
09:34:09,22.87,2,-1
09:34:15,22.87,1,-1
09:34:24,22.86,11,-1
09:34:27,22.85,15,1
09:34:57,22.84,30,-1
09:35:09,22.85,1,-1
09:35:12,22.85,2,-1
09:35:15,22.84,25,-1
09:35:18,22.84,1,-1
09:35:27,22.84,1,-1
09:35:36,22.84,0,-1
09:35:39,22.8,16,-1
09:36:03,22.8,7,-1
09:36:06,22.8,15,-1
09:36:21,22.82,14,-1
09:36:33,22.83,1,-1
09:36:36,22.87,2,1
09:36:45,22.88,13,1
09:36:48,22.9,20,1
09:36:54,22.9,4,1
09:36:57,22.9,34,1
09:37:06,22.91,4,-1
09:37:09,22.91,3,-1
09:37:12,22.95,41,1
09:37:15,22.84,31,-1
09:37:21,22.9,7,-1
09:37:45,22.9,9,1
09:37:51,22.91,2,1
09:37:54,22.91,2,1
09:38:15,22.94,2,1
09:38:21,22.97,3,1
09:38:24,22.96,5,1
09:38:27,22.94,8,-1
09:38:36,22.95,10,-1
09:38:39,22.96,2,1
09:38:48,23.02,3,1
09:39:00,23.05,48,1
09:39:06,23.01,1,-1
09:39:15,22.98,36,-1
09:39:24,22.94,35,-1
09:39:36,22.91,3,-1
09:40:00,22.92,6,-1
09:40:03,22.91,3,-1
09:40:09,22.92,7,1
09:40:18,22.96,1,1
09:40:27,22.95,1,-1
09:40:48,22.95,1,1
09:41:03,22.94,6,-1
09:41:06,22.91,1,-1
09:41:18,22.92,1,1
09:41:24,22.92,1,-1
09:41:30,22.9,40,-1
09:41:33,22.9,1,-1
09:41:42,22.91,15,1
09:42:03,22.95,1,1
09:42:06,22.95,9,1
09:42:15,22.93,1,-1
09:42:18,22.92,1,-1
09:42:21,22.91,1,-1
09:42:45,22.91,5,-1
09:42:48,22.91,23,-1
09:42:51,22.91,1,-1
09:42:57,22.91,2,1
09:43:09,22.93,1,1
09:43:21,22.92,0,-1
09:43:24,22.94,4,1
09:43:30,22.94,3,1
09:43:39,22.95,3,1
09:44:03,22.95,1,1
09:44:18,22.95,24,1
09:44:33,22.95,0,1
09:44:36,22.96,7,1
09:44:39,22.96,4,1
09:44:42,22.96,9,1
09:44:45,22.97,3,1
09:44:54,22.98,15,1
09:44:57,22.98,24,1
09:45:00,22.99,5,1
09:45:03,22.99,1,1
09:45:15,22.99,5,1
09:45:18,22.98,14,-1
09:45:39,23.0,5,-1
09:45:48,23.0,4,-1
09:46:03,22.96,31,-1
09:46:24,22.92,2,-1
09:46:30,22.95,1,1
09:46:54,23.0,35,1
09:47:33,22.98,3,-1
09:47:36,22.98,4,-1
09:47:54,22.98,1,-1
09:48:03,22.98,10,-1
09:48:06,22.98,4,-1
09:48:09,22.97,1,-1
09:48:12,22.96,4,-1
09:48:18,22.99,37,1
09:48:21,23.01,2,1
09:48:27,23.01,7,1
09:48:36,23.0,1,-1
09:48:39,23.0,5,-1
