300046 , 台基股份 , 12.77 , 20.02, 14.82
301129 , 瑞纳智能 , 17.61 , 15.63, 11.65
300671 , 富满微 , 25.55 , 15.4, 12.88
430139 , 华岭股份 , 10.94 , 11.41, 12.95
600868 , 梅雁吉祥 , 2.45 , 9.87, 14.07
301106 , 骏成科技 , 27.71 , 8.71, 10.1
300623 , 捷捷微电 , 17.62 , 7.97, 10.83
003026 , 中晶科技 , 28.47 , 7.92, 11.15
605162 , 新中港 , 9.6 , 6.43, 20.28
603650 , 彤程新材 , 31.0 , 4.24, 10.84
003043 , 华亚智能 , 38.56 , 3.85, 11.47
002889 , 东方嘉盛 , 22.85 , 2.84, 10.56
002769 , 普路通 , 6.63 , 1.84, 13.2
000590 , 启迪药业 , 6.87 , -6.53, 10.88
300287 , 飞利信 , 2.19 , -10.61, 11.04
