时间,成交价,手数,买卖盘性质
09:15:00,6.82,7,0
09:15:09,6.6,409,0
09:15:18,6.6,410,0
09:15:36,6.6,410,0
09:15:54,6.6,410,0
09:16:12,6.6,418,0
09:16:21,6.6,425,0
09:16:30,6.6,425,0
09:16:48,6.6,435,0
09:17:33,6.6,435,0
09:17:42,6.6,435,0
09:17:51,6.6,435,0
09:18:09,6.6,447,0
09:18:45,6.6,460,0
09:19:21,6.6,460,0
09:19:48,6.6,460,0
09:19:57,6.6,500,0
09:20:18,6.6,500,0
09:20:27,6.6,500,0
09:20:36,6.6,551,0
09:21:03,6.6,560,0
09:21:12,6.6,560,0
09:21:21,6.6,593,0
09:21:30,6.6,593,0
09:21:39,6.6,593,0
09:21:48,6.6,703,0
09:22:06,6.6,713,0
09:22:15,6.6,714,0
09:22:24,6.6,714,0
09:22:33,6.6,714,0
09:22:42,6.6,716,0
09:22:51,6.6,819,0
09:23:00,6.6,820,0
09:23:09,6.6,820,0
09:23:27,6.6,820,0
09:23:36,6.6,820,0
09:23:54,6.6,823,0
09:24:03,6.6,823,0
09:24:12,6.6,823,0
09:24:21,6.59,863,0
09:24:30,6.59,873,0
09:24:39,6.58,877,0
09:24:48,6.58,888,0
09:24:57,6.58,888,0
09:25:00,6.58,888,1
09:30:00,6.56,395,-1
09:30:03,6.56,361,-1
09:30:06,6.55,174,-1
09:30:09,6.54,270,-1
09:30:12,6.53,535,-1
09:30:15,6.52,264,-1
09:30:18,6.51,103,-1
09:30:21,6.51,303,-1
09:30:24,6.52,239,1
09:30:27,6.51,60,-1
09:30:30,6.51,44,-1
09:30:33,6.51,320,-1
09:30:36,6.5,208,-1
09:30:42,6.51,79,1
09:30:45,6.51,100,1
09:30:48,6.51,57,1
09:30:54,6.51,10,-1
09:30:57,6.52,50,1
09:31:00,6.51,213,-1
09:31:03,6.51,26,1
09:31:06,6.51,52,1
09:31:18,6.52,103,1
09:31:21,6.52,30,-1
09:31:24,6.52,15,-1
09:31:27,6.52,12,-1
09:31:36,6.53,303,1
09:31:39,6.52,48,-1
09:31:42,6.52,44,1
09:31:45,6.52,127,1
09:31:48,6.52,210,1
09:31:51,6.52,495,1
09:31:57,6.52,14,1
09:32:00,6.52,5,1
09:32:03,6.52,72,1
09:32:09,6.52,3,-1
09:32:12,6.52,10,-1
09:32:15,6.52,24,-1
09:32:18,6.52,20,-1
09:32:24,6.52,288,-1
09:32:30,6.52,2,1
09:32:33,6.52,14,1
09:32:36,6.51,7,-1
09:32:39,6.52,1,1
09:32:48,6.52,30,1
09:33:00,6.52,13,1
09:33:03,6.51,272,-1
09:33:06,6.52,2,1
09:33:09,6.52,5,1
09:33:18,6.52,10,1
09:33:21,6.52,33,1
09:33:24,6.52,2,1
09:33:27,6.52,37,1
09:33:33,6.52,49,-1
09:33:39,6.52,156,-1
09:33:42,6.52,52,-1
09:33:45,6.53,3,1
09:33:48,6.53,10,1
09:34:06,6.53,4,1
09:34:09,6.53,17,1
09:34:12,6.53,1,1
09:34:15,6.53,45,1
09:34:18,6.53,6,1
