time:09:59:30
s5,21.94
s5v,1800.0
s4,21.92
s4v,100.0
s3,21.9
s3v,4700.0
s2,21.89
s2v,400.0
s1,21.88
s1v,1600.0
b1,21.86
b1v,400.0
b2,21.85
b2v,20600.0
b3,21.83
b3v,10000.0
b4,21.82
b4v,1500.0
b5,21.81
b5v,2100.0
最新,21.85
均价,21.66
涨幅,-2.89
涨跌,-0.65
总手,64513.0
金额,139738186.0
换手,2.4
量比,2.41
最高,22.31
最低,21.16
今开,21.66
昨收,22.5
涨停,24.75
跌停,20.25
外盘,30561.0
内盘,33951.0

time:09:59:36
s5,21.92
s5v,100.0
s4,21.9
s4v,6300.0
s3,21.89
s3v,400.0
s2,21.88
s2v,1900.0
s1,21.86
s1v,200.0
b1,21.85
b1v,19600.0
b2,21.83
b2v,10000.0
b3,21.82
b3v,1500.0
b4,21.81
b4v,2100.0
b5,21.8
b5v,400.0
最新,21.88
均价,21.66
涨幅,-2.76
涨跌,-0.62
总手,64535.0
金额,139786270.0
换手,2.4
量比,2.41
最高,22.31
最低,21.16
今开,21.66
昨收,22.5
涨停,24.75
跌停,20.25
外盘,30567.0
内盘,33967.0

time:09:59:42
s5,21.93
s5v,500.0
s4,21.92
s4v,100.0
s3,21.9
s3v,6300.0
s2,21.89
s2v,400.0
s1,21.88
s1v,1900.0
b1,21.87
b1v,300.0
b2,21.86
b2v,600.0
b3,21.85
b3v,19600.0
b4,21.83
b4v,10000.0
b5,21.82
b5v,1500.0
最新,21.88
均价,21.66
涨幅,-2.76
涨跌,-0.62
总手,64542.0
金额,139801582.0
换手,2.4
量比,2.41
最高,22.31
最低,21.16
今开,21.66
昨收,22.5
涨停,24.75
跌停,20.25
外盘,30575.0
内盘,33966.0

time:09:59:48
s5,21.92
s5v,100.0
s4,21.9
s4v,6300.0
s3,21.89
s3v,400.0
s2,21.88
s2v,2800.0
s1,21.87
s1v,1200.0
b1,21.86
b1v,500.0
b2,21.85
b2v,19600.0
b3,21.83
b3v,10000.0
b4,21.82
b4v,1500.0
b5,21.81
b5v,2100.0
最新,21.87
均价,21.66
涨幅,-2.8
涨跌,-0.63
总手,64549.0
金额,139816889.0
换手,2.4
量比,2.41
最高,22.31
最低,21.16
今开,21.66
昨收,22.5
涨停,24.75
跌停,20.25
外盘,30580.0
内盘,33968.0

time:09:59:54
s5,21.92
s5v,100.0
s4,21.9
s4v,6300.0
s3,21.89
s3v,400.0
s2,21.88
s2v,2700.0
s1,21.87
s1v,900.0
b1,21.85
b1v,2200.0
b2,21.83
b2v,10000.0
b3,21.82
b3v,1300.0
b4,21.81
b4v,2100.0
b5,21.8
b5v,400.0
最新,21.87
均价,21.66
涨幅,-2.8
涨跌,-0.63
总手,64783.0
金额,140328254.0
换手,2.41
量比,2.42
最高,22.31
最低,21.16
今开,21.66
