时间,成交价,手数,买卖盘性质
09:15:00,5.45,109,0
09:15:09,5.45,162,0
09:15:27,5.45,262,0
09:15:36,5.49,255,0
09:15:45,5.49,257,0
09:15:54,5.49,259,0
09:16:03,5.49,289,0
09:16:21,5.49,311,0
09:16:39,5.49,311,0
09:16:57,5.49,311,0
09:17:15,5.49,316,0
09:17:24,5.49,316,0
09:17:42,5.49,316,0
09:18:00,5.49,326,0
09:18:09,5.49,378,0
09:18:18,5.49,386,0
09:18:27,5.49,348,0
09:18:45,5.49,348,0
09:18:54,5.49,366,0
09:19:03,5.49,366,0
09:19:30,5.49,368,0
09:19:39,5.49,369,0
09:19:48,5.49,368,0
09:20:36,5.49,388,0
09:20:45,5.49,388,0
09:20:54,5.48,422,0
09:21:30,5.49,473,0
09:21:48,5.49,473,0
09:21:57,5.49,540,0
09:22:06,5.49,543,0
09:22:24,5.49,603,0
09:22:33,5.49,608,0
09:22:42,5.49,608,0
09:22:51,5.49,634,0
09:23:00,5.49,636,0
09:23:09,5.49,636,0
09:23:18,5.49,714,0
09:23:27,5.48,731,0
09:23:45,5.48,785,0
09:23:54,5.48,799,0
09:24:03,5.45,1240,0
09:24:12,5.45,1364,0
09:24:21,5.45,1500,0
09:24:30,5.45,1986,0
09:24:39,5.44,2296,0
09:24:48,5.43,2300,0
09:24:57,5.42,2631,0
09:25:00,5.39,3173,1
09:30:00,5.35,1057,-1
09:30:03,5.37,994,1
09:30:06,5.37,1361,1
09:30:09,5.35,350,1
09:30:12,5.34,112,-1
09:30:15,5.34,297,-1
09:30:18,5.34,107,1
09:30:21,5.33,298,-1
09:30:24,5.33,208,1
09:30:27,5.32,30,-1
09:30:30,5.32,424,-1
09:30:33,5.31,347,-1
09:30:36,5.31,461,1
09:30:39,5.31,278,1
09:30:42,5.31,658,-1
09:30:45,5.29,453,-1
09:30:48,5.29,555,-1
09:30:51,5.27,431,-1
09:30:54,5.28,204,1
09:30:57,5.26,223,-1
09:31:00,5.24,2319,-1
09:31:03,5.22,382,-1
09:31:06,5.21,99,-1
09:31:09,5.23,347,1
09:31:12,5.2,592,-1
09:31:15,5.2,1565,-1
09:31:18,5.19,695,-1
09:31:21,5.19,302,-1
09:31:24,5.19,887,1
09:31:27,5.18,340,-1
09:31:30,5.16,290,-1
09:31:33,5.13,267,-1
09:31:36,5.13,785,1
09:31:39,5.15,590,1
09:31:42,5.13,797,-1
09:31:45,5.13,475,-1
09:31:48,5.11,557,-1
09:31:51,5.13,376,1
09:31:54,5.12,338,-1
09:31:57,5.12,480,1
09:32:00,5.13,377,1
09:32:03,5.12,970,-1
09:32:06,5.14,330,1
09:32:09,5.15,195,1
09:32:12,5.13,294,-1
09:32:15,5.14,290,1
09:32:18,5.15,498,1
09:32:21,5.15,220,-1
09:32:24,5.15,460,-1
09:32:27,5.17,695,1
09:32:30,5.17,83,-1
09:32:33,5.18,372,1
09:32:36,5.18,215,1
09:32:39,5.17,1479,-1
09:32:42,5.16,1189,-1
09:32:45,5.14,245,-1
09:32:48,5.17,272,1
09:32:51,5.16,592,-1
09:32:54,5.15,201,-1
09:32:57,5.12,2023,-1
09:33:00,5.14,17,1
09:33:03,5.15,509,1
09:33:06,5.15,52,1
09:33:09,5.18,143,1
09:33:12,5.17,365,-1
09:33:15,5.21,466,1
09:33:18,5.22,52,1
09:33:21,5.21,398,-1
09:33:24,5.2,286,-1
09:33:27,5.21,315,1
09:33:30,5.21,125,1
09:33:33,5.22,337,1
09:33:36,5.23,170,1
09:33:39,5.24,389,1
09:33:42,5.24,125,1
09:33:45,5.24,263,1
09:33:48,5.24,290,-1
09:33:51,5.24,61,-1
09:33:54,5.23,589,-1
09:33:57,5.23,239,-1
09:34:00,5.23,520,-1
09:34:03,5.23,244,-1
09:34:06,5.24,177,1
09:34:09,5.24,768,-1
09:34:12,5.25,36,1
09:34:15,5.23,542,-1
09:34:18,5.21,342,-1
09:34:21,5.23,153,1
09:34:24,5.21,95,-1
09:34:27,5.26,910,1
09:34:30,5.25,564,-1
09:34:33,5.25,93,-1
09:34:36,5.23,371,-1
09:34:39,5.24,141,1
09:34:42,5.23,159,-1
09:34:45,5.23,1,-1
09:34:48,5.23,26,1
09:34:51,5.23,286,1
09:34:54,5.25,302,1
09:34:57,5.24,53,-1
09:35:00,5.24,52,-1
09:35:03,5.26,41,1
09:35:06,5.26,75,-1
09:35:09,5.28,451,1
09:35:12,5.27,98,1
09:35:15,5.28,29,1
09:35:18,5.3,223,1
09:35:21,5.29,38,-1
09:35:24,5.27,309,-1
09:35:27,5.27,87,-1
09:35:30,5.28,217,1
09:35:33,5.29,56,1
09:35:36,5.27,121,-1
09:35:39,5.28,195,1
09:35:42,5.29,159,1
09:35:45,5.28,84,-1
09:35:48,5.29,186,1
09:35:51,5.27,64,-1
09:35:54,5.28,111,1
09:35:57,5.27,250,-1
09:36:00,5.28,67,1
09:36:03,5.28,26,1
09:36:06,5.28,273,1
09:36:09,5.27,334,-1
09:36:12,5.3,1328,1
09:36:15,5.3,36,-1
09:36:18,5.3,50,-1
09:36:21,5.33,16,1
09:36:24,5.3,230,-1
09:36:27,5.28,344,-1
09:36:30,5.3,21,1
09:36:33,5.3,197,1
09:36:36,5.3,30,1
09:36:39,5.3,382,1
09:36:42,5.28,71,-1
09:36:45,5.28,302,-1
09:36:48,5.3,168,-1
09:36:51,5.3,59,-1
09:36:54,5.3,92,-1
09:36:57,5.28,31,-1
09:37:00,5.28,48,-1
09:37:03,5.28,44,-1
09:37:06,5.3,435,1
09:37:09,5.29,90,1
09:37:12,5.28,51,-1
09:37:15,5.3,76,1
09:37:18,5.29,24,-1
09:37:21,5.29,4,1
09:37:24,5.28,59,-1
09:37:27,5.28,125,1
09:37:30,5.27,49,-1
