time:09:59:30
s5,2.8
s5v,2712000.0
s4,2.79
s4v,2150800.0
s3,2.78
s3v,2493100.0
s2,2.77
s2v,3201100.0
s1,2.76
s1v,746700.0
b1,2.75
b1v,2481100.0
b2,2.74
b2v,2329700.0
b3,2.73
b3v,2920300.0
b4,2.72
b4v,1425000.0
b5,2.71
b5v,1042900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128036.0
金额,35340639.5
换手,0.23
量比,1.7
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54902.0
内盘,73134.0

time:09:59:36
s5,2.8
s5v,2712000.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2493100.0
s2,2.77
s2v,3202700.0
s1,2.76
s1v,746400.0
b1,2.75
b1v,2504500.0
b2,2.74
b2v,2329700.0
b3,2.73
b3v,2926300.0
b4,2.72
b4v,1425000.0
b5,2.71
b5v,1042900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128042.0
金额,35342294.5
换手,0.23
量比,1.7
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54907.0
内盘,73135.0

time:09:59:42
s5,2.8
s5v,2712000.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2493100.0
s2,2.77
s2v,3212700.0
s1,2.76
s1v,746300.0
b1,2.75
b1v,2504500.0
b2,2.74
b2v,2330600.0
b3,2.73
b3v,2926300.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1044900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128043.0
金额,35342570.5
换手,0.23
量比,1.7
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54907.0
内盘,73136.0

time:09:59:48
s5,2.8
s5v,2712000.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2493100.0
s2,2.77
s2v,3217700.0
s1,2.76
s1v,746600.0
b1,2.75
b1v,2494900.0
b2,2.74
b2v,2330600.0
b3,2.73
b3v,2927800.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1044900.0
最新,2.75
均价,2.76
涨幅,0.0
涨跌,0.0
总手,128067.0
金额,35349188.5
换手,0.23
量比,1.7
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54916.0
内盘,73151.0

time:09:59:54
s5,2.8
s5v,2712000.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2492800.0
s2,2.77
s2v,3232700.0
s1,2.76
s1v,743700.0
b1,2.75
b1v,2493500.0
b2,2.74
b2v,2340600.0
b3,2.73
b3v,2927800.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1044900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128096.0
金额,35357192.5
换手,0.23
量比,1.7
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54945.0
内盘,73151.0

time:10:00:00
s5,2.8
s5v,2715000.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2496300.0
s2,2.77
s2v,3232700.0
s1,2.76
s1v,733200.0
b1,2.75
b1v,2496700.0
b2,2.74
b2v,2340600.0
b3,2.73
b3v,2938000.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1044900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128109.0
金额,35360777.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54956.0
内盘,73153.0

time:10:00:06
s5,2.8
s5v,2715000.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2494800.0
s2,2.77
s2v,3233400.0
s1,2.76
s1v,732400.0
b1,2.75
b1v,2502200.0
b2,2.74
b2v,2343400.0
b3,2.73
b3v,2938000.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1044900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128109.0
金额,35360777.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54965.0
内盘,73144.0

time:10:00:12
s5,2.8
s5v,2715000.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2506300.0
s2,2.77
s2v,3334400.0
s1,2.76
s1v,749100.0
b1,2.75
b1v,2500600.0
b2,2.74
b2v,2345400.0
b3,2.73
b3v,2938000.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1044900.0
最新,2.75
均价,2.76
涨幅,0.0
涨跌,0.0
总手,128143.0
金额,35370132.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54970.0
内盘,73173.0

time:10:00:18
s5,2.8
s5v,2716100.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2518900.0
s2,2.77
s2v,3339500.0
s1,2.76
s1v,759700.0
b1,2.75
b1v,2444300.0
b2,2.74
b2v,2348600.0
b3,2.73
b3v,2948000.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1047900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128144.0
金额,35370408.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54970.0
内盘,73174.0

time:10:00:24
s5,2.8
s5v,2716100.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2518900.0
s2,2.77
s2v,3333500.0
s1,2.76
s1v,725500.0
b1,2.75
b1v,2443800.0
b2,2.74
b2v,2345600.0
b3,2.73
b3v,2950000.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1047900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128557.0
金额,35484356.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,54973.0
内盘,73584.0

time:10:00:30
s5,2.8
s5v,2719100.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2518900.0
s2,2.77
s2v,3333500.0
s1,2.76
s1v,617400.0
b1,2.75
b1v,2431100.0
b2,2.74
b2v,2345800.0
b3,2.73
b3v,2950000.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1047900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128675.0
金额,35516915.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,55433.0
内盘,73242.0

time:10:00:36
s5,2.8
s5v,2719100.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2518900.0
s2,2.77
s2v,3332500.0
s1,2.76
s1v,623300.0
b1,2.75
b1v,2442300.0
b2,2.74
b2v,2345800.0
b3,2.73
b3v,2950000.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1047900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128697.0
金额,35522966.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,55453.0
内盘,73244.0

time:10:00:42
s5,2.8
s5v,2719100.0
s4,2.79
s4v,2050800.0
s3,2.78
s3v,2518900.0
s2,2.77
s2v,3329800.0
s1,2.76
s1v,624900.0
b1,2.75
b1v,2432900.0
b2,2.74
b2v,2346800.0
b3,2.73
b3v,2961100.0
b4,2.72
b4v,1430000.0
b5,2.71
b5v,1047900.0
最新,2.76
均价,2.76
涨幅,0.36
涨跌,0.01
总手,128697.0
金额,35522966.5
换手,0.23
量比,1.65
最高,2.78
最低,2.74
今开,2.76
昨收,2.75
涨停,3.03
跌停,2.48
外盘,55454.0
内盘,73243.0

