time:09:59:30
s5,4.38
s5v,53600.0
s4,4.37
s4v,88400.0
s3,4.36
s3v,59900.0
s2,4.35
s2v,31600.0
s1,4.34
s1v,23500.0
b1,4.33
b1v,10900.0
b2,4.32
b2v,45000.0
b3,4.31
b3v,195900.0
b4,4.3
b4v,349300.0
b5,4.29
b5v,154100.0
最新,4.33
均价,4.33
涨幅,-0.69
涨跌,-0.03
总手,28724.0
金额,12448575.0
换手,0.46
量比,1.08
最高,4.39
最低,4.27
今开,4.35
昨收,4.36
涨停,4.8
跌停,3.92
外盘,11067.0
内盘,17657.0

time:09:59:36
s5,4.38
s5v,53600.0
s4,4.37
s4v,88400.0
s3,4.36
s3v,59900.0
s2,4.35
s2v,31600.0
s1,4.34
s1v,22200.0
b1,4.33
b1v,10900.0
b2,4.32
b2v,45000.0
b3,4.31
b3v,195900.0
b4,4.3
b4v,349300.0
b5,4.29
b5v,154100.0
最新,4.33
均价,4.33
涨幅,-0.69
涨跌,-0.03
总手,28724.0
金额,12448575.0
换手,0.46
量比,1.08
最高,4.39
最低,4.27
今开,4.35
昨收,4.36
涨停,4.8
跌停,3.92
外盘,11067.0
内盘,17657.0

time:09:59:42
s5,4.38
s5v,53600.0
s4,4.37
s4v,88400.0
s3,4.36
s3v,59900.0
s2,4.35
s2v,31600.0
s1,4.34
s1v,22200.0
b1,4.33
b1v,7600.0
b2,4.32
b2v,45300.0
b3,4.31
b3v,195900.0
b4,4.3
b4v,354300.0
b5,4.29
b5v,154100.0
最新,4.33
均价,4.33
涨幅,-0.69
涨跌,-0.03
总手,28757.0
金额,12462864.0
换手,0.47
量比,1.09
最高,4.39
最低,4.27
今开,4.35
昨收,4.36
涨停,4.8
跌停,3.92
外盘,11067.0
内盘,17690.0

time:09:59:48
s5,4.38
s5v,53600.0
s4,4.37
s4v,88400.0
s3,4.36
s3v,59900.0
s2,4.35
s2v,31600.0
s1,4.34
s1v,21700.0
b1,4.33
b1v,16600.0
b2,4.32
b2v,54500.0
b3,4.31
b3v,146300.0
b4,4.3
b4v,354300.0
b5,4.29
b5v,154100.0
最新,4.34
均价,4.33
涨幅,-0.46
涨跌,-0.02
总手,28803.0
金额,12482787.0
换手,0.47
量比,1.09
最高,4.39
最低,4.27
今开,4.35
昨收,4.36
涨停,4.8
跌停,3.92
外盘,11067.0
内盘,17736.0

time:09:59:53
s5,4.38
s5v,53600.0
s4,4.37
s4v,88400.0
s3,4.36
s3v,59900.0
s2,4.35
s2v,31600.0
s1,4.34
s1v,21700.0
b1,4.33
b1v,27600.0
b2,4.32
b2v,54000.0
b3,4.31
b3v,146300.0
b4,4.3
b4v,354300.0
b5,4.29
b5v,154100.0
最新,4.34
均价,4.33
涨幅,-0.46
涨跌,-0.02
