time:09:59:30
s5,5.87
s5v,7100.0
s4,5.86
s4v,7600.0
s3,5.85
s3v,3000.0
s2,5.84
s2v,22700.0
s1,5.83
s1v,15400.0
b1,5.82
b1v,14500.0
b2,5.81
b2v,60300.0
b3,5.8
b3v,18200.0
b4,5.79
b4v,62300.0
b5,5.78
b5v,58100.0
最新,5.82
均价,5.85
涨幅,0.17
涨跌,0.01
总手,22468.0
金额,13146516.0
换手,0.93
量比,1.79
最高,5.99
最低,5.7
今开,5.77
昨收,5.81
涨停,6.97
跌停,4.65
外盘,12513.0
内盘,9955.0

time:09:59:36
s5,5.87
s5v,7100.0
s4,5.86
s4v,7600.0
s3,5.85
s3v,3000.0
s2,5.84
s2v,22700.0
s1,5.83
s1v,15400.0
b1,5.82
b1v,14100.0
b2,5.81
b2v,42000.0
b3,5.8
b3v,18200.0
b4,5.79
b4v,62300.0
b5,5.78
b5v,58100.0
最新,5.82
均价,5.85
涨幅,0.17
涨跌,0.01
总手,22472.0
金额,13148844.0
换手,0.93
量比,1.79
最高,5.99
最低,5.7
今开,5.77
昨收,5.81
涨停,6.97
跌停,4.65
外盘,12513.0
内盘,9959.0

time:09:59:42
s5,5.87
s5v,7100.0
s4,5.86
s4v,7600.0
s3,5.85
s3v,3000.0
s2,5.84
s2v,22700.0
s1,5.83
s1v,15300.0
b1,5.82
b1v,14500.0
b2,5.81
b2v,42000.0
b3,5.8
b3v,18200.0
b4,5.79
b4v,62300.0
b5,5.78
b5v,58100.0
最新,5.83
均价,5.85
涨幅,0.34
涨跌,0.02
总手,22473.0
金额,13149427.0
换手,0.93
量比,1.79
最高,5.99
最低,5.7
今开,5.77
昨收,5.81
涨停,6.97
跌停,4.65
外盘,12513.0
内盘,9960.0

time:09:59:54
s5,5.89
s5v,3400.0
s4,5.87
s4v,7100.0
s3,5.86
s3v,7600.0
s2,5.84
s2v,22700.0
s1,5.83
s1v,15300.0
b1,5.82
b1v,14500.0
b2,5.81
b2v,42000.0
b3,5.8
b3v,18200.0
b4,5.79
b4v,62300.0
b5,5.78
b5v,58100.0
最新,5.83
均价,5.85
涨幅,0.34
涨跌,0.02
总手,22473.0
金额,13149427.0
换手,0.93
量比,1.79
最高,5.99
最低,5.7
今开,5.77
昨收,5.81
涨停,6.97
跌停,4.65
外盘,12514.0
内盘,9959.0

time:10:00:00
s5,5.89
s5v,3400.0
s4,5.87
s4v,7100.0
s3,5.86
s3v,7600.0
s2,5.84
s2v,22700.0
s1,5.83
s1v,15300.0
b1,5.82
b1v,14700.0
b2,5.81
b2v,42000.0
b3,5.8
b3v,18200.0
b4,5.79
b4v,62300.0
b5,5.78
b5v,58100.0
最新,5.83
均价,5.85
涨幅,0.34
涨跌,0.02
总手,22473.0
金额,13149427.0
换手,0.93
量比,1.79
最高,5.99
最低,5.7
今开,5.77
昨收,5.81
涨停,6.97
跌停,4.65
外盘,12514.0
内盘,9959.0

time:10:00:06
s5,5.87
s5v,4100.0
s4,5.86
s4v,7600.0
