time:09:59:30
s5,27.3
s5v,400.0
s4,27.28
s4v,100.0
s3,27.26
s3v,2700.0
s2,27.25
s2v,400.0
s1,27.24
s1v,500.0
b1,27.19
b1v,200.0
b2,27.16
b2v,200.0
b3,27.15
b3v,500.0
b4,27.13
b4v,400.0
b5,27.12
b5v,3600.0
最新,27.19
均价,27.23
涨幅,0.3
涨跌,0.08
总手,2099.0
金额,5716623.0
换手,0.38
量比,0.94
最高,27.46
最低,26.82
今开,26.82
昨收,27.11
涨停,29.82
跌停,24.4
外盘,991.0
内盘,1108.0

time:09:59:36
s5,27.3
s5v,400.0
s4,27.28
s4v,100.0
s3,27.26
s3v,2700.0
s2,27.25
s2v,400.0
s1,27.24
s1v,500.0
b1,27.19
b1v,300.0
b2,27.16
b2v,200.0
b3,27.15
b3v,500.0
b4,27.13
b4v,400.0
b5,27.12
b5v,3600.0
最新,27.19
均价,27.23
涨幅,0.3
涨跌,0.08
总手,2099.0
金额,5716623.0
换手,0.38
量比,0.94
最高,27.46
最低,26.82
今开,26.82
昨收,27.11
涨停,29.82
跌停,24.4
外盘,991.0
内盘,1108.0

time:09:59:41
s5,27.28
s5v,100.0
s4,27.26
s4v,100.0
s3,27.25
s3v,400.0
s2,27.24
s2v,500.0
s1,27.19
s1v,200.0
b1,27.17
b1v,100.0
b2,27.16
b2v,200.0
b3,27.15
b3v,500.0
b4,27.13
b4v,400.0
b5,27.12
b5v,3600.0
最新,27.19
均价,27.23
涨幅,0.3
涨跌,0.08
总手,2117.0
金额,5765565.0
换手,0.39
量比,0.95
最高,27.46
最低,26.82
今开,26.82
昨收,27.11
涨停,29.82
跌停,24.4
外盘,998.0
内盘,1119.0

time:09:59:47
s5,27.3
s5v,400.0
s4,27.28
s4v,100.0
s3,27.26
s3v,100.0
s2,27.25
s2v,400.0
s1,27.24
s1v,500.0
b1,27.17
b1v,100.0
b2,27.16
b2v,100.0
b3,27.15
b3v,500.0
b4,27.13
b4v,400.0
b5,27.12
b5v,4200.0
最新,27.19
均价,27.23
涨幅,0.3
涨跌,0.08
总手,2119.0
金额,5771003.0
换手,0.39
量比,0.95
最高,27.46
最低,26.82
今开,26.82
昨收,27.11
涨停,29.82
跌停,24.4
外盘,1008.0
内盘,1111.0

time:09:59:53
s5,27.3
s5v,400.0
s4,27.28
s4v,100.0
s3,27.26
s3v,100.0
s2,27.25
s2v,400.0
s1,27.24
s1v,500.0
b1,27.17
b1v,600.0
b2,27.16
b2v,100.0
b3,27.15
b3v,500.0
b4,27.13
b4v,400.0
b5,27.12
b5v,2300.0
最新,27.19
均价,27.23
涨幅,0.3
涨跌,0.08
总手,2119.0
金额,5771003.0
换手,0.39
量比,0.95
最高,27.46
最低,26.82
今开,26.82
昨收,27.11
涨停,29.82
跌停,24.4
外盘,1008.0
内盘,1111.0

time:10:00:05
s5,27.3
s5v,400.0
s4,27.28
s4v,100.0
s3,27.26
s3v,100.0
