time:09:59:30
s5,37.07
s5v,17600.0
s4,37.06
s4v,6600.0
s3,37.05
s3v,600.0
s2,37.0
s2v,13100.0
s1,36.99
s1v,2700.0
b1,36.96
b1v,600.0
b2,36.92
b2v,900.0
b3,36.91
b3v,1000.0
b4,36.9
b4v,100.0
b5,36.78
b5v,500.0
最新,36.95
均价,37.42
涨幅,-4.89
涨跌,-1.9
总手,47138.0
金额,176379107.68
换手,13.25
量比,3.75
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19128.0
内盘,28010.0

time:09:59:36
s5,37.05
s5v,600.0
s4,37.0
s4v,13100.0
s3,36.99
s3v,2800.0
s2,36.96
s2v,100.0
s1,36.95
s1v,1200.0
b1,36.92
b1v,900.0
b2,36.91
b2v,1000.0
b3,36.9
b3v,100.0
b4,36.78
b4v,500.0
b5,36.76
b5v,100.0
最新,36.93
均价,37.42
涨幅,-4.94
涨跌,-1.92
总手,47145.0
金额,176404976.68
换手,13.25
量比,3.76
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19162.0
内盘,27983.0

time:09:59:42
s5,36.99
s5v,7000.0
s4,36.96
s4v,200.0
s3,36.95
s3v,2400.0
s2,36.94
s2v,4100.0
s1,36.92
s1v,1700.0
b1,36.91
b1v,200.0
b2,36.9
b2v,1800.0
b3,36.8
b3v,400.0
b4,36.78
b4v,500.0
b5,36.76
b5v,100.0
最新,36.92
均价,37.42
涨幅,-4.97
涨跌,-1.93
总手,47175.0
金额,176515727.68
换手,13.26
量比,3.76
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19164.0
内盘,28011.0

time:09:59:48
s5,36.99
s5v,7000.0
s4,36.96
s4v,200.0
s3,36.95
s3v,2400.0
s2,36.94
s2v,4100.0
s1,36.92
s1v,3500.0
b1,36.91
b1v,100.0
b2,36.9
b2v,400.0
b3,36.8
b3v,400.0
b4,36.78
b4v,1500.0
b5,36.76
b5v,100.0
最新,36.91
均价,37.42
涨幅,-4.99
涨跌,-1.94
总手,47197.0
金额,176596931.68
换手,13.26
量比,3.76
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19167.0
内盘,28030.0

time:09:59:54
s5,36.99
s5v,7000.0
s4,36.96
s4v,200.0
s3,36.95
s3v,1100.0
s2,36.94
s2v,4100.0
s1,36.92
s1v,3200.0
b1,36.91
b1v,200.0
b2,36.9
b2v,800.0
b3,36.88
b3v,500.0
b4,36.8
b4v,400.0
b5,36.78
b5v,1500.0
最新,36.91
均价,37.42
涨幅,-4.99
涨跌,-1.94
总手,47208.0
金额,176637534.68
换手,13.27
量比,3.76
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19182.0
内盘,28026.0

time:10:00:00
s5,36.99
s5v,7000.0
s4,36.96
s4v,800.0
s3,36.95
s3v,1100.0
s2,36.94
s2v,1000.0
s1,36.9
s1v,300.0
b1,36.81
b1v,400.0
b2,36.8
b2v,400.0
b3,36.79
b3v,100.0
b4,36.78
b4v,1500.0
b5,36.76
b5v,100.0
最新,36.9
均价,37.41
涨幅,-5.02
涨跌,-1.95
总手,47375.0
金额,177253652.68
换手,13.31
量比,3.77
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19287.0
内盘,28088.0

time:10:00:06
s5,36.96
s5v,700.0
s4,36.94
s4v,1000.0
s3,36.93
s3v,1700.0
s2,36.91
s2v,600.0
s1,36.81
s1v,300.0
b1,36.8
b1v,700.0
b2,36.78
b2v,2500.0
b3,36.76
b3v,100.0
b4,36.75
b4v,1200.0
b5,36.73
b5v,500.0
最新,36.81
均价,37.41
涨幅,-5.25
涨跌,-2.04
总手,47400.0
金额,177345816.68
换手,13.32
量比,3.65
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19332.0
内盘,28068.0

time:10:00:12
s5,36.96
s5v,700.0
s4,36.94
s4v,1000.0
s3,36.93
s3v,3100.0
s2,36.91
s2v,600.0
s1,36.8
s1v,17600.0
b1,36.79
b1v,100.0
b2,36.78
b2v,2500.0
b3,36.76
b3v,100.0
b4,36.75
b4v,1200.0
b5,36.73
b5v,500.0
最新,36.8
均价,37.41
涨幅,-5.28
涨跌,-2.05
总手,47445.0
金额,177511427.68
换手,13.33
量比,3.66
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19336.0
内盘,28109.0

time:10:00:18
s5,36.94
s5v,1000.0
s4,36.93
s4v,2400.0
s3,36.91
s3v,600.0
s2,36.88
s2v,100.0
s1,36.82
s1v,6700.0
b1,36.8
b1v,100.0
b2,36.79
b2v,1800.0
b3,36.78
b3v,400.0
b4,36.76
b4v,100.0
b5,36.75
b5v,1200.0
最新,36.8
均价,37.41
涨幅,-5.28
涨跌,-2.05
总手,47664.0
金额,178317296.68
换手,13.4
量比,3.67
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19450.0
内盘,28214.0

time:10:00:24
s5,36.93
s5v,2400.0
s4,36.91
s4v,600.0
s3,36.89
s3v,200.0
s2,36.88
s2v,100.0
s1,36.82
s1v,1600.0
b1,36.8
b1v,3500.0
b2,36.78
b2v,1500.0
b3,36.76
b3v,100.0
b4,36.75
b4v,100.0
b5,36.73
b5v,500.0
最新,36.82
均价,37.41
涨幅,-5.23
涨跌,-2.03
总手,47785.0
金额,178762695.68
换手,13.43
量比,3.68
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19573.0
内盘,28212.0

time:10:00:30
s5,36.93
s5v,2400.0
s4,36.91
s4v,600.0
s3,36.89
s3v,200.0
s2,36.88
s2v,100.0
s1,36.87
s1v,200.0
b1,36.82
b1v,100.0
b2,36.81
b2v,1200.0
b3,36.8
b3v,4700.0
b4,36.78
b4v,1500.0
b5,36.76
b5v,400.0
最新,36.82
均价,37.41
涨幅,-5.23
涨跌,-2.03
总手,47830.0
金额,178928356.68
换手,13.44
量比,3.69
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19605.0
内盘,28225.0

time:10:00:36
s5,36.91
s5v,600.0
s4,36.9
s4v,500.0
s3,36.88
s3v,100.0
s2,36.86
s2v,1000.0
s1,36.82
s1v,100.0
b1,36.81
b1v,100.0
b2,36.8
b2v,5900.0
b3,36.78
b3v,1500.0
b4,36.76
b4v,400.0
b5,36.75
b5v,100.0
最新,36.81
均价,37.41
涨幅,-5.25
涨跌,-2.04
总手,47870.0
金额,179075651.68
换手,13.45
量比,3.69
最高,38.74
最低,36.66
今开,38.03
昨收,38.85
涨停,46.62
跌停,31.08
外盘,19628.0
