301512 , 智信精密 , 52.07 , 20.0, 8.68
300868 , 杰美特 , 16.92 , 20.0, 6.21
301368 , 丰立智能 , 50.99 , 16.02, 5.82
300684 , 中石科技 , 18.46 , 13.18, 6.94
300806 , 斯迪克 , 10.73 , 12.24, 8.56
873726 , 卓兆点胶 , 19.41 , 10.91, 19.36
600246 , 万通发展 , 9.09 , 10.05, 5.71
600119 , 长江投资 , 6.47 , 10.03, 8.13
603283 , 赛腾股份 , 81.49 , 10.0, 8.26
603669 , 灵康药业 , 5.5 , 10.0, 8.93
001298 , 好上好 , 20.24 , 10.0, 6.48
601133 , 柏诚股份 , 11.59 , 9.96, 13.27
002600 , 领益智造 , 5.3 , 9.96, 7.92
002445 , 中南文化 , 1.78 , 9.88, 8.85
300686 , 智动力 , 7.08 , 8.76, 8.22
002273 , 水晶光电 , 16.66 , 8.75, 5.73
603172 , 万丰股份 , 18.54 , 8.55, 5.32
688478 , 晶升股份 , 31.57 , 7.93, 9.98
601921 , 浙版传媒 , 9.43 , 7.77, 8.06
002654 , 万润科技 , 12.69 , 7.72, 6.17
301360 , 荣旗科技 , 41.88 , 7.55, 7.1
300951 , 博硕科技 , 30.43 , 7.37, 8.67
002384 , 东山精密 , 16.59 , 7.31, 9.5
300817 , 双飞集团 , 12.95 , 7.11, 6.21
301001 , 凯淳股份 , 17.97 , 6.84, 6.35
001306 , 夏厦精密 , 59.34 , 6.65, 8.68
300220 , 金运激光 , 8.77 , 6.56, 15.48
301036 , 双乐股份 , 27.89 , 6.09, 10.4
300555 , ST路通 , 6.17 , 6.01, 5.81
603826 , 坤彩科技 , 43.68 , 5.89, 11.34
300115 , 长盈精密 , 11.44 , 5.83, 5.52
688107 , 安路科技 , 27.58 , 5.59, 13.9
833346 , 威贸电子 , 11.34 , 5.59, 9.32
002475 , 立讯精密 , 33.53 , 5.51, 6.0
688125 , 安达智能 , 30.15 , 5.49, 5.73
002157 , 正邦科技 , 3.47 , 5.47, 14.41
688025 , 杰普特 , 44.61 , 5.46, 6.2
835207 , 众诚科技 , 6.63 , 5.41, 10.5
688115 , 思林杰 , 20.19 , 5.38, 5.87
002274 , 华昌化工 , 8.05 , 5.37, 7.48
002353 , 杰瑞股份 , 35.79 , 5.33, 5.13
300065 , 海兰信 , 6.65 , 5.22, 5.35
300398 , 飞凯材料 , 14.05 , 5.16, 9.73
002981 , 朝阳科技 , 18.79 , 5.15, 7.57
603718 , 海利生物 , 7.36 , 5.14, 11.62
002502 , ST鼎龙 , 0.82 , 5.13, 10.06
603203 , 快克智能 , 22.78 , 5.07, 9.86
603324 , 盛剑环境 , 28.47 , 5.06, 14.43
300976 , 达瑞电子 , 43.81 , 5.03, 10.16
600804 , *ST鹏博 , 1.1 , 4.76, 5.56
430425 , 乐创技术 , 10.66 , 4.72, 5.69
600898 , *ST美讯 , 0.91 , 4.6, 14.58
002229 , 鸿博股份 , 12.57 , 4.49, 7.2
002689 , 远大智能 , 2.4 , 4.35, 5.76
002747 , 埃斯顿 , 15.28 , 4.16, 6.85
300125 , ST聆达 , 2.35 , 3.98, 6.47
688206 , 概伦电子 , 14.66 , 3.68, 5.52
300503 , 昊志机电 , 13.09 , 3.56, 5.02
301099 , 雅创电子 , 46.89 , 3.33, 6.04
603386 , 骏亚科技 , 10.42 , 3.27, 12.96
603320 , 迪贝电气 , 14.11 , 3.14, 6.54
688126 , 沪硅产业 , 15.1 , 3.14, 6.0
688127 , 蓝特光学 , 18.33 , 3.09, 5.85
300792 , 壹网壹创 , 16.66 , 2.71, 5.36
600112 , *ST天成 , 1.22 , 2.52, 5.16
300306 , 远方信息 , 9.58 , 2.46, 5.16
605338 , 巴比食品 , 14.85 , 2.2, 5.57
002822 , ST中装 , 1.09 , 1.87, 7.78
605358 , 立昂微 , 25.41 , 1.84, 6.75
688150 , 莱特光电 , 21.28 , 1.72, 9.1
301381 , 赛维时代 , 25.95 , 1.61, 6.37
688147 , 微导纳米 , 31.12 , 1.37, 5.52
300468 , 四方精创 , 8.49 , 1.31, 5.22
002700 , ST浩源 , 6.26 , 1.13, 7.67
000637 , 茂化实华 , 3.68 , 0.82, 14.46
002086 , 东方海洋 , 2.59 , 0.78, 12.49
300609 , 汇纳科技 , 18.5 , 0.65, 9.72
300538 , 同益股份 , 16.31 , 0.18, 8.07
603383 , 顶点软件 , 37.35 , -0.13, 9.21
301208 , 中亦科技 , 25.38 , -0.28, 6.24
600777 , ST新潮 , 1.49 , -0.67, 5.91
002408 , 齐翔腾达 , 5.72 , -1.21, 22.61
601998 , 中信银行 , 6.52 , -2.4, 5.3
600608 , ST沪科 , 1.89 , -2.58, 9.63
688520 , 神州细胞-U , 43.4 , -2.97, 5.94
003026 , 中晶科技 , 37.0 , -3.01, 5.28
002356 , 赫美集团 , 3.55 , -3.27, 6.01
688488 , 艾迪药业 , 13.12 , -3.39, 6.68
600565 , ST迪马 , 0.83 , -3.49, 5.46
600420 , 国药现代 , 10.96 , -3.78, 5.29
002280 , ST联络 , 0.61 , -4.69, 6.59
003008 , 开普检测 , 17.75 , -4.83, 5.81
600220 , ST阳光 , 0.39 , -4.88, 7.34
600462 , *ST九有 , 0.95 , -5.0, 12.1
600190 , ST锦港 , 1.68 , -5.08, 6.51
002435 , ST长康 , 0.71 , -5.33, 7.57
300993 , 玉马遮阳 , 11.54 , -5.87, 6.46
300511 , 雪榕生物 , 2.82 , -12.15, 10.94
