300338 , *ST开元 , 1.36 , 20.35, 2.45
300125 , ST聆达 , 2.26 , 20.21, 2.42
301036 , 双乐股份 , 26.29 , 19.99, 4.46
301099 , 雅创电子 , 45.38 , 19.99, 2.13
688107 , 安路科技 , 26.12 , 19.98, 3.57
300398 , 飞凯材料 , 13.27 , 19.23, 4.9
837821 , 则成电子 , 16.34 , 15.97, 3.15
300609 , 汇纳科技 , 18.58 , 15.84, 5.58
300346 , 南大光电 , 33.29 , 15.63, 3.7
688627 , 精智达 , 53.2 , 14.63, 3.04
430489 , 佳先股份 , 6.82 , 12.17, 5.89
300262 , *ST巴安 , 0.94 , 11.9, 2.2
301208 , 中亦科技 , 25.08 , 11.62, 5.98
300993 , 玉马遮阳 , 12.11 , 10.69, 3.27
300468 , 四方精创 , 8.44 , 10.18, 4.63
603386 , 骏亚科技 , 10.09 , 10.03, 5.0
603826 , 坤彩科技 , 41.25 , 10.0, 3.4
603383 , 顶点软件 , 37.4 , 10.0, 4.0
603324 , 盛剑环境 , 27.1 , 9.98, 3.72
600212 , 绿能慧充 , 5.95 , 9.98, 2.86
600774 , 汉商集团 , 9.5 , 9.95, 2.16
300137 , 先河环保 , 3.92 , 9.8, 3.66
688262 , 国芯科技 , 20.03 , 9.69, 2.63
688220 , 翱捷科技-U , 39.55 , 9.07, 2.16
688037 , 芯源微 , 111.46 , 9.03, 2.27
603061 , 金海通 , 70.01 , 8.73, 2.07
600843 , 上工申贝 , 7.74 , 8.71, 2.34
003031 , 中瓷电子 , 48.39 , 8.69, 3.03
688206 , 概伦电子 , 14.06 , 8.57, 2.83
688677 , XD海泰新 , 41.45 , 8.37, 2.01
003026 , 中晶科技 , 37.4 , 7.84, 4.27
688596 , 正帆科技 , 36.9 , 7.64, 2.68
000021 , 深科技 , 15.83 , 7.61, 3.33
300666 , 江丰电子 , 52.56 , 7.57, 2.22
831152 , 昆工科技 , 9.93 , 7.35, 4.13
301269 , 华大九天 , 85.2 , 7.35, 3.21
600830 , 香溢融通 , 7.4 , 7.25, 3.1
688376 , XD美埃科 , 31.51 , 7.21, 2.84
002338 , 奥普光电 , 31.18 , 7.07, 4.64
300721 , 怡达股份 , 14.68 , 7.0, 2.5
301107 , 瑜欣电子 , 24.94 , 6.99, 2.31
300236 , 上海新阳 , 34.65 , 6.94, 4.46
301297 , 富乐德 , 24.6 , 6.91, 2.34
688603 , 天承科技 , 49.9 , 6.88, 2.11
688234 , 天岳先进 , 52.36 , 6.86, 2.55
603893 , 瑞芯微 , 59.57 , 6.74, 2.64
688268 , 华特气体 , 54.79 , 6.51, 2.71
300786 , 国林科技 , 13.76 , 6.34, 2.28
688549 , 中巨芯-U , 7.09 , 6.3, 2.38
300480 , 光力科技 , 17.61 , 6.28, 2.77
833455 , 汇隆活塞 , 4.59 , 6.25, 2.93
002134 , 天津普林 , 8.19 , 6.09, 3.83
300817 , 双飞集团 , 12.14 , 6.03, 2.71
300531 , 优博讯 , 9.55 , 5.99, 3.48
688361 , 中科飞测 , 59.95 , 5.92, 2.65
600206 , 有研新材 , 9.64 , 5.82, 3.71
603776 , 永安行 , 11.39 , 5.66, 2.61
002579 , 中京电子 , 8.29 , 5.61, 2.45
603005 , 晶方科技 , 20.06 , 5.58, 2.68
002207 , 准油股份 , 4.38 , 5.54, 2.52
300706 , 阿石创 , 20.64 , 5.31, 2.5
002742 , ST三圣 , 1.39 , 5.3, 2.21
688372 , 伟测科技 , 43.81 , 5.16, 2.31
603843 , 正平股份 , 2.52 , 5.0, 3.02
002368 , 太极股份 , 21.08 , 4.98, 2.54
688127 , 蓝特光学 , 17.6 , 4.95, 2.08
603650 , 彤程新材 , 33.67 , 4.92, 2.01
600360 , ST华微 , 2.57 , 4.9, 2.38
688072 , DR拓荆科 , 144.35 , 4.78, 2.32
002165 , 红 宝 丽 , 3.56 , 4.71, 2.07
300429 , 强力新材 , 12.75 , 4.68, 2.39
002989 , 中天精装 , 16.22 , 4.51, 3.06
002119 , 康强电子 , 10.95 , 4.48, 2.15
000066 , 中国长城 , 9.28 , 4.39, 2.87
603172 , 万丰股份 , 16.21 , 4.38, 2.76
300655 , 晶瑞电材 , 8.16 , 4.35, 2.55
603306 , 华懋科技 , 20.38 , 4.3, 2.22
000863 , 三湘印象 , 3.51 , 4.15, 2.09
000609 , *ST中迪 , 1.26 , 4.13, 2.52
000752 , *ST西发 , 6.59 , 4.11, 3.22
688106 , 金宏气体 , 18.54 , 4.1, 2.08
003043 , 华亚智能 , 41.18 , 3.99, 2.14
603078 , 江化微 , 14.45 , 3.96, 2.4
300623 , 捷捷微电 , 18.8 , 3.92, 2.02
601878 , 浙商证券 , 11.16 , 3.91, 3.15
605358 , 立昂微 , 23.56 , 3.88, 3.04
301348 , 蓝箭电子 , 35.84 , 3.73, 2.14
300988 , 津荣天宇 , 19.21 , 3.73, 5.2
300260 , 新莱应材 , 24.51 , 3.72, 2.38
002815 , 崇达技术 , 8.76 , 3.67, 2.13
688401 , 路维光电 , 27.05 , 3.6, 2.02
301359 , 东南电子 , 20.67 , 3.4, 2.07
002453 , 华软科技 , 4.57 , 3.39, 2.72
000839 , 中信国安 , 2.44 , 3.39, 4.57
430300 , 辰光医疗 , 7.39 , 3.36, 2.1
002222 , 福晶科技 , 25.85 , 3.32, 2.04
002185 , 华天科技 , 8.46 , 3.3, 2.49
001216 , 华瓷股份 , 13.32 , 3.26, 2.03
301041 , 金百泽 , 27.33 , 3.13, 2.09
000818 , 航锦科技 , 25.69 , 3.05, 2.28
603320 , 迪贝电气 , 13.7 , 2.93, 3.45
000415 , 渤海租赁 , 2.49 , 2.89, 2.87
300027 , 华谊兄弟 , 1.8 , 2.86, 2.03
600734 , 实达集团 , 3.26 , 2.84, 6.05
688120 , 华海清科 , 197.28 , 2.82, 2.29
605188 , 国光连锁 , 6.7 , 2.76, 3.02
603669 , 灵康药业 , 4.84 , 2.76, 2.05
002356 , 赫美集团 , 3.84 , 2.67, 4.28
603389 , 亚振家居 , 4.66 , 2.64, 2.44
300191 , 潜能恒信 , 13.89 , 2.58, 2.91
002808 , ST恒久 , 1.59 , 2.58, 2.72
002188 , 中天服务 , 4.51 , 2.5, 3.08
871981 , 晶赛科技 , 12.85 , 2.39, 2.21
002700 , ST浩源 , 6.16 , 2.33, 2.97
301371 , 敷尔佳 , 33.53 , 2.23, 2.33
002077 , 大港股份 , 13.95 , 2.2, 2.09
300483 , 首华燃气 , 8.16 , 2.13, 2.39
301315 , 威士顿 , 50.04 , 2.08, 2.16
830832 , 齐鲁华信 , 3.97 , 2.06, 2.46
603855 , 华荣股份 , 22.55 , 2.04, 2.17
000584 , *ST工智 , 1.01 , 2.02, 2.77
002484 , 江海股份 , 14.48 , 1.83, 2.01
600422 , 昆药集团 , 20.78 , 1.76, 2.04
600436 , 片仔癀 , 230.02 , 1.65, 2.29
600571 , 信雅达 , 9.53 , 1.28, 2.93
601921 , 浙版传媒 , 8.7 , 1.16, 5.52
