301306 , 西测测试 , 49.02 , 20.0, 15.74
300650 , 太龙股份 , 12.07 , 19.98, 31.83
300462 , 华铭智能 , 9.32 , 19.95, 30.72
688286 , 敏芯股份 , 50.03 , 17.11, 25.05
301550 , 斯菱股份 , 54.64 , 14.53, 17.72
300918 , 南山智尚 , 11.15 , 13.2, 24.89
300943 , 春晖智控 , 13.12 , 13.01, 13.4
300906 , 日月明 , 22.95 , 12.72, 42.24
300265 , 通光线缆 , 9.1 , 12.35, 17.8
873806 , 云星宇 , 8.97 , 12.13, 28.85
688665 , 四方光电 , 48.03 , 10.46, 13.06
605577 , 龙版传媒 , 18.12 , 10.02, 16.86
001298 , 好上好 , 19.22 , 10.02, 14.42
002055 , 得润电子 , 7.48 , 10.0, 14.54
600996 , 贵广网络 , 8.7 , 9.99, 14.17
301099 , 雅创电子 , 49.0 , 9.6, 10.03
688213 , 思特威-W , 49.18 , 9.29, 10.81
600992 , 贵绳股份 , 16.2 , 8.94, 26.98
300971 , 博亚精工 , 20.78 , 8.68, 18.61
688469 , 芯联集成-U , 4.17 , 8.59, 20.6
000035 , 中国天楹 , 5.3 , 7.51, 14.08
601933 , 永辉超市 , 2.82 , 7.22, 13.97
600161 , 天坛生物 , 30.37 , 7.16, 11.67
002869 , 金溢科技 , 20.01 , 6.38, 14.19
301329 , 信音电子 , 25.0 , 6.29, 16.27
603598 , 引力传媒 , 16.45 , 6.13, 12.14
301267 , 华厦眼科 , 25.9 , 6.06, 17.07
301181 , 标榜股份 , 21.78 , 5.99, 12.36
688197 , 首药控股-U , 47.26 , 5.96, 10.58
688722 , 同益中 , 11.95 , 5.94, 21.67
603890 , 春秋电子 , 11.37 , 5.77, 17.24
603121 , 华培动力 , 8.62 , 5.77, 13.26
600816 , 建元信托 , 3.01 , 5.61, 16.39
300825 , 阿尔特 , 11.92 , 5.49, 14.64
688009 , 中国通号 , 5.78 , 5.28, 10.9
873169 , 七丰精工 , 6.66 , 5.21, 16.73
300952 , 恒辉安防 , 21.96 , 5.12, 16.48
000829 , 天音控股 , 8.58 , 5.02, 16.63
002373 , 千方科技 , 9.3 , 4.85, 22.3
000565 , 渝三峡Ａ , 4.84 , 4.76, 32.69
601238 , 广汽集团 , 8.82 , 4.75, 20.12
300100 , 双林股份 , 11.21 , 4.57, 12.39
300837 , 浙矿股份 , 25.5 , 4.29, 14.36
300733 , 西菱动力 , 11.5 , 4.26, 11.7
300101 , 振芯科技 , 15.83 , 4.21, 14.7
000823 , 超声电子 , 8.32 , 3.87, 23.86
300455 , 航天智装 , 12.49 , 3.82, 10.41
000798 , 中水渔业 , 6.59 , 3.78, 13.02
300647 , 超频三 , 5.82 , 3.56, 14.28
600343 , 航天动力 , 9.05 , 3.43, 20.92
002977 , 天箭科技 , 36.0 , 3.3, 11.37
002736 , 国信证券 , 9.23 , 3.24, 17.56
002637 , 赞宇科技 , 9.6 , 3.23, 12.26
603090 , 宏盛股份 , 22.35 , 3.19, 10.23
000525 , ST红太阳 , 5.85 , 3.17, 10.8
300579 , 数字认证 , 19.58 , 2.84, 12.27
300549 , 优德精密 , 15.53 , 2.78, 10.02
301339 , 通行宝 , 20.32 , 2.68, 10.14
300521 , 爱司凯 , 10.59 , 2.62, 12.27
600370 , 三房巷 , 1.66 , 2.47, 31.13
300281 , 金明精机 , 5.14 , 2.19, 15.07
301215 , 中汽股份 , 5.28 , 2.13, 10.67
688586 , 江航装备 , 10.18 , 2.0, 10.31
603123 , 翠微股份 , 6.82 , 0.89, 10.87
301079 , 邵阳液压 , 12.94 , -0.15, 11.04
002356 , 赫美集团 , 3.29 , -0.6, 10.95
300539 , 横河精密 , 9.72 , -1.62, 10.99
603939 , 益丰药房 , 44.17 , -1.98, 13.65
002575 , 群兴玩具 , 5.26 , -2.05, 14.6
601880 , 辽港股份 , 1.36 , -2.16, 12.22
002963 , 豪尔赛 , 11.25 , -2.77, 22.88
300694 , 蠡湖股份 , 9.86 , -3.33, 10.13
688617 , 惠泰医疗 , 474.28 , -3.8, 10.13
601688 , 华泰证券 , 13.06 , -3.83, 11.71
600919 , 江苏银行 , 7.93 , -4.11, 11.32
002418 , 康盛股份 , 2.2 , -4.35, 10.04
002872 , ST天圣 , 3.64 , -4.46, 12.89
603007 , ST花王 , 5.63 , -4.58, 12.94
600963 , 岳阳林纸 , 4.41 , -4.75, 10.54
002005 , ST德豪 , 0.93 , -5.1, 16.15
002727 , 一心堂 , 19.66 , -5.25, 25.74
600884 , 杉杉股份 , 9.97 , -5.77, 11.71
688295 , 中复神鹰 , 24.54 , -6.23, 13.21
601727 , 上海电气 , 3.93 , -6.65, 17.92
688184 , 帕瓦股份 , 14.52 , -6.68, 31.21
002471 , 中超控股 , 2.52 , -7.01, 13.42
002688 , 金河生物 , 4.25 , -7.41, 11.45
600696 , 岩石股份 , 9.39 , -7.58, 11.21
601825 , 沪农商行 , 7.14 , -9.62, 17.71
600110 , 诺德股份 , 3.7 , -9.76, 25.19
000882 , 华联股份 , 1.19 , -9.85, 14.23
600705 , 中航产融 , 2.59 , -10.07, 30.48
600107 , 美尔雅 , 3.83 , -10.09, 10.64
300117 , *ST嘉寓 , 0.73 , -18.89, 11.95
300163 , ST先锋 , 1.02 , -20.31, 13.6
