时间,成交价,手数,买卖盘性质
09:15:00,38.26,24,0
09:15:09,39.48,175,0
09:15:18,38.26,61,0
09:15:27,38.26,61,0
09:16:03,38.26,53,0
09:16:12,38.26,53,0
09:16:21,38.26,52,0
09:17:15,38.26,52,0
09:17:33,38.26,58,0
09:17:51,38.26,58,0
09:18:00,38.26,60,0
09:18:36,37.6,184,0
09:18:54,38.26,60,0
09:19:57,38.26,60,0
09:20:00,38.26,60,0
09:20:18,38.26,73,0
09:20:27,38.26,80,0
09:20:36,38.26,80,0
09:20:45,38.26,81,0
09:20:54,38.26,81,0
09:21:03,38.26,99,0
09:21:30,38.26,99,0
09:21:39,38.26,105,0
09:21:48,38.26,105,0
09:21:57,38.26,105,0
09:22:06,38.26,116,0
09:22:15,38.26,136,0
09:22:24,38.26,138,0
09:22:33,38.26,148,0
09:22:42,38.26,153,0
09:22:51,38.26,166,0
09:23:00,38.26,166,0
09:23:09,38.26,169,0
09:23:18,38.26,178,0
09:23:27,38.26,179,0
09:23:36,38.26,182,0
09:23:45,38.26,183,0
09:23:54,38.26,192,0
09:24:03,38.26,215,0
09:24:12,38.26,225,0
09:24:21,38.26,237,0
09:24:30,38.26,331,0
09:24:39,38.26,377,0
09:24:48,38.26,409,0
09:24:57,38.21,496,0
09:25:00,38.12,504,-1
09:30:00,38.08,626,-1
09:30:03,38.11,114,1
09:30:06,38.19,11,1
09:30:09,38.2,82,1
09:30:12,38.22,39,1
09:30:15,38.14,34,-1
09:30:18,38.12,30,-1
09:30:21,38.2,61,1
09:30:24,38.2,70,-1
09:30:27,38.11,67,-1
09:30:30,38.08,128,-1
09:30:33,38.19,115,1
09:30:36,38.11,45,-1
09:30:39,38.2,323,1
09:30:42,38.2,48,-1
09:30:45,38.22,111,1
09:30:48,38.4,44,1
09:30:51,38.36,25,-1
09:30:54,38.36,24,1
09:30:57,38.37,35,1
09:31:00,38.42,7,1
09:31:03,38.44,50,1
09:31:06,38.49,73,1
09:31:09,38.48,103,1
09:31:12,38.48,144,-1
09:31:15,38.55,234,1
09:31:18,38.45,91,-1
09:31:21,38.36,106,-1
09:31:24,38.36,17,-1
09:31:27,38.08,121,-1
09:31:30,38.08,22,-1
09:31:33,38.08,144,-1
09:31:36,38.3,159,1
09:31:39,38.19,4,-1
09:31:42,38.24,68,1
09:31:45,38.24,22,1
09:31:48,38.2,42,-1
09:31:51,38.23,32,1
09:31:54,38.14,29,-1
09:31:57,38.2,69,1
09:32:00,38.1,281,-1
09:32:03,38.2,8,1
09:32:06,38.09,48,-1
09:32:12,38.08,46,-1
09:32:15,38.07,53,-1
09:32:18,38.06,55,-1
09:32:21,38.05,29,-1
09:32:24,38.02,36,-1
09:32:27,37.99,172,-1
09:32:30,37.93,10,-1
09:32:33,37.91,74,-1
09:32:36,37.85,44,-1
09:32:39,37.85,37,-1
09:32:42,37.81,86,-1
09:32:45,37.8,79,-1
09:32:48,37.76,78,-1
09:32:51,37.76,414,-1
09:32:54,37.81,99,-1
09:32:57,37.95,25,1
09:33:00,37.95,33,1
09:33:03,37.99,24,1
09:33:06,37.9,159,-1
09:33:09,38.01,83,1
09:33:12,38.01,18,1
09:33:15,38.01,18,1
09:33:18,38.04,44,1
09:33:21,38.04,23,1
09:33:24,38.0,86,-1
09:33:27,38.0,13,1
09:33:30,37.95,28,-1
09:33:33,38.0,92,1
09:33:36,37.9,8,-1
09:33:39,37.9,48,-1
09:33:42,37.9,41,-1
09:33:45,37.89,52,-1
09:33:48,37.86,90,-1
09:33:51,37.9,47,1
09:33:54,37.9,12,-1
09:33:57,37.91,59,1
09:34:00,37.89,31,-1
09:34:03,37.9,39,1
09:34:06,37.89,48,-1
09:34:09,37.88,34,-1
09:34:12,37.84,74,-1
09:34:15,37.83,10,-1
09:34:18,37.82,12,-1
09:34:21,37.82,29,1
09:34:24,37.8,77,-1
09:34:27,37.8,19,1
09:34:30,37.79,5,-1
09:34:33,37.73,120,-1
09:34:36,37.71,42,-1
09:34:39,37.7,54,-1
09:34:42,37.7,45,1
09:34:45,37.67,40,-1
09:34:48,37.67,106,-1
09:34:51,37.65,204,-1
09:34:54,37.6,85,-1
09:34:57,37.63,61,1
09:35:00,37.65,94,1
09:35:03,37.68,125,1
09:35:06,37.63,278,-1
09:35:09,37.65,190,-1
09:35:12,37.63,98,-1
09:35:15,37.68,68,1
09:35:18,37.68,35,-1
09:35:21,37.8,51,1
09:35:24,37.67,45,-1
09:35:27,37.8,60,1
09:35:30,37.68,40,-1
09:35:33,37.89,165,1
09:35:36,37.71,30,-1
09:35:42,37.75,13,1
09:35:45,37.74,10,-1
09:35:48,37.74,22,-1
09:35:51,37.91,75,1
09:35:54,37.74,33,-1
09:35:57,37.85,6,-1
09:36:00,37.98,67,1
09:36:03,38.0,40,1
09:36:06,38.0,5,-1
09:36:09,38.0,79,-1
09:36:12,37.98,1,-1
09:36:15,37.98,9,-1
09:36:18,37.97,32,1
09:36:21,37.9,11,-1
09:36:24,37.97,25,1
09:36:27,37.96,31,-1
09:36:30,37.97,65,1
09:36:33,37.99,22,1
09:36:36,37.97,67,-1
09:36:39,37.96,24,-1
09:36:42,37.91,21,1
09:36:45,37.91,10,-1
09:36:48,37.91,10,1
09:36:51,37.91,6,1
09:36:54,37.91,41,1
09:36:57,37.87,38,-1
09:37:00,37.86,19,-1
09:37:03,37.86,81,-1
09:37:06,37.9,74,1
09:37:09,37.91,44,1
09:37:12,37.95,16,1
09:37:15,37.91,36,-1
09:37:18,37.86,20,-1
09:37:21,37.91,44,1
09:37:24,37.93,4,1
09:37:27,37.87,5,-1
09:37:33,37.86,17,-1
09:37:36,37.91,7,1
09:37:39,37.95,13,1
09:37:42,37.86,47,-1
09:37:45,37.91,38,1
09:37:48,37.91,11,-1
09:37:51,37.88,17,1
09:37:54,37.86,22,-1
09:37:57,37.85,61,-1
09:38:00,37.85,37,-1
09:38:03,37.81,14,-1
09:38:06,37.8,68,-1
09:38:09,37.81,15,1
09:38:12,37.77,30,-1
09:38:15,37.77,19,-1
09:38:18,37.77,6,-1
09:38:21,37.77,48,-1
09:38:24,37.77,38,-1
09:38:27,37.77,18,1
09:38:30,37.76,46,1
09:38:33,37.74,23,-1
09:38:36,37.7,37,-1
09:38:39,37.69,38,-1
09:38:42,37.69,32,1
09:38:45,37.65,35,-1
09:38:48,37.66,7,1
09:38:51,37.61,76,-1
09:38:54,37.57,27,-1
09:38:57,37.55,42,-1
09:39:00,37.55,38,1
09:39:03,37.53,74,-1
09:39:06,37.52,70,1
09:39:09,37.52,57,-1
09:39:12,37.64,32,1
09:39:15,37.52,150,-1
09:39:18,37.55,51,1
09:39:21,37.6,19,1
09:39:24,37.54,8,-1
09:39:27,37.64,58,-1
09:39:30,37.55,23,-1
09:39:33,37.69,80,1
09:39:36,37.66,9,-1
09:39:39,37.69,12,1
09:39:42,37.66,6,-1
09:39:45,37.74,42,1
09:39:48,37.66,39,-1
09:39:51,37.69,2,-1
09:39:54,37.69,15,-1
09:39:57,37.69,1,1
09:40:00,37.69,26,1
09:40:03,37.66,28,-1
09:40:06,37.69,41,1
09:40:09,37.66,23,-1
09:40:12,37.66,1,-1
09:40:15,37.68,32,1
09:40:18,37.68,28,1
09:40:21,37.66,8,-1
09:40:27,37.66,12,1
09:40:30,37.68,12,1
09:40:33,37.66,10,-1
09:40:36,37.68,24,1
09:40:39,37.66,49,-1
09:40:42,37.66,2,-1
09:40:45,37.66,81,-1
09:40:51,37.61,20,-1
09:40:54,37.6,24,-1
09:40:57,37.59,16,-1
09:41:00,37.59,2,1
09:41:03,37.58,36,-1
09:41:06,37.58,47,1
09:41:09,37.56,22,-1
09:41:12,37.56,1,1
09:41:15,37.56,23,1
09:41:18,37.56,24,-1
09:41:21,37.59,72,1
09:41:24,37.58,56,-1
09:41:27,37.58,4,-1
09:41:30,37.56,22,-1
09:41:33,37.58,51,1
09:41:36,37.55,106,-1
09:41:39,37.58,20,1
09:41:42,37.6,4,1
09:41:45,37.6,47,1
09:41:48,37.6,21,1
09:41:51,37.6,26,1
09:41:54,37.6,24,1
09:41:57,37.61,7,1
09:42:00,37.61,18,1
09:42:03,37.63,29,1
09:42:06,37.61,19,-1
09:42:09,37.6,65,-1
09:42:12,37.66,9,1
09:42:15,37.66,19,1
09:42:18,37.74,15,1
09:42:21,37.66,23,-1
09:42:24,37.76,36,1
09:42:27,37.77,2,1
09:42:33,37.77,3,-1
09:42:36,37.79,13,1
09:42:39,37.81,2,1
09:42:42,37.85,53,1
09:42:45,37.77,105,-1
09:42:48,37.77,12,1
09:42:51,37.77,9,1
09:42:54,37.77,13,1
09:42:57,37.77,22,1
09:43:00,37.77,8,1
09:43:03,37.77,18,-1
09:43:06,37.83,1,1
09:43:09,37.84,21,1
09:43:12,37.83,7,-1
09:43:15,37.77,19,-1
09:43:18,37.77,16,1
09:43:21,37.8,34,1
09:43:24,37.77,20,-1
09:43:27,37.78,4,1
09:43:30,37.77,16,-1
09:43:33,37.8,18,1
09:43:36,37.81,2,-1
09:43:39,37.84,20,1
09:43:42,37.82,13,1
09:43:45,37.82,27,1
09:43:48,37.88,64,1
09:43:54,37.88,16,-1
09:43:57,37.93,1,1
09:44:00,37.93,7,1
09:44:03,37.95,28,1
09:44:06,37.93,52,-1
09:44:09,37.99,1,1
09:44:12,38.1,51,1
09:44:15,37.93,52,-1
09:44:18,38.1,2,1
09:44:21,38.12,22,1
09:44:24,38.11,34,-1
09:44:27,38.05,26,-1
09:44:30,38.1,19,1
09:44:33,38.1,23,-1
09:44:36,38.12,112,1
09:44:39,38.15,37,1
09:44:42,38.1,12,-1
09:44:45,38.15,155,1
09:44:48,38.18,25,1
09:44:51,38.1,6,-1
09:44:54,38.08,19,-1
09:44:57,38.15,28,1
09:45:00,38.15,5,1
09:45:03,38.14,16,-1
09:45:06,38.15,15,1
09:45:09,38.15,114,1
09:45:12,38.14,12,-1
09:45:15,38.13,34,-1
09:45:18,38.14,39,1
09:45:21,38.13,11,-1
09:45:24,38.14,27,1
09:45:27,38.15,16,1
09:45:30,38.13,8,-1
09:45:33,38.13,92,-1
09:45:36,38.15,79,1
09:45:39,38.19,1,1
09:45:42,38.19,28,1
09:45:45,38.2,8,1
09:45:48,38.19,25,-1
09:45:51,38.2,76,1
09:45:54,38.2,8,-1
09:45:57,38.23,3,1
09:46:00,38.21,97,-1
09:46:03,38.29,73,1
09:46:06,38.29,25,1
09:46:09,38.3,30,1
09:46:12,38.37,30,1
09:46:15,38.42,27,1
09:46:18,38.48,17,1
09:46:21,38.48,20,-1
09:46:24,38.51,79,1
09:46:27,38.52,140,1
09:46:30,38.55,130,1
09:46:33,38.56,48,1
09:46:36,38.55,162,-1
09:46:39,38.55,123,1
09:46:42,38.55,89,1
09:46:45,38.5,114,-1
09:46:48,38.48,99,-1
09:46:51,38.55,83,1
09:46:54,38.5,16,1
09:46:57,38.45,49,-1
09:47:00,38.45,18,1
09:47:03,38.45,44,1
09:47:06,38.46,150,1
09:47:09,38.46,51,1
09:47:12,38.43,71,-1
09:47:15,38.36,25,-1
09:47:18,38.43,63,1
09:47:21,38.43,40,-1
09:47:24,38.45,14,1
09:47:27,38.43,67,-1
09:47:30,38.44,33,1
09:47:33,38.48,149,1
09:47:36,38.41,82,-1
09:47:39,38.41,12,1
09:47:42,38.41,51,1
09:47:45,38.41,63,1
09:47:48,38.4,44,1
09:47:51,38.4,13,1
09:47:54,38.4,30,1
09:47:57,38.36,8,-1
09:48:00,38.36,5,-1
09:48:03,38.35,17,-1
09:48:06,38.31,86,-1
09:48:09,38.29,17,-1
09:48:12,38.31,32,1
09:48:15,38.35,42,1
09:48:18,38.29,21,-1
09:48:21,38.28,82,-1
09:48:24,38.31,9,-1
09:48:27,38.41,4,1
09:48:30,38.31,10,-1
09:48:33,38.41,27,1
09:48:36,38.41,4,1
09:48:39,38.42,40,1
09:48:42,38.48,20,1
09:48:45,38.5,12,1
09:48:48,38.5,23,1
09:48:51,38.51,12,1
09:48:54,38.5,28,-1
09:48:57,38.52,24,1
09:49:00,38.56,202,1
09:49:03,38.57,24,1
09:49:06,38.58,73,1
09:49:09,38.57,213,-1
09:49:12,38.57,143,1
09:49:15,38.58,78,1
09:49:18,38.59,98,1
09:49:21,38.65,40,1
09:49:24,38.69,54,1
09:49:27,38.7,52,1
09:49:30,38.73,52,1
09:49:33,38.73,26,1
09:49:36,38.72,68,-1
09:49:39,38.69,152,-1
09:49:42,38.6,305,-1
09:49:45,38.69,48,1
09:49:48,38.68,36,-1
09:49:51,38.67,106,-1
09:49:54,38.69,20,1
09:49:57,38.67,23,-1
09:50:00,38.68,58,1
09:50:03,38.68,49,1
09:50:06,38.66,30,-1
09:50:09,38.62,46,-1
09:50:12,38.61,132,-1
09:50:15,38.6,83,-1
09:50:18,38.6,36,1
09:50:21,38.6,20,-1
09:50:24,38.6,206,-1
09:50:27,38.61,78,1
09:50:30,38.7,121,1
09:50:33,38.68,35,-1
09:50:36,38.7,21,1
09:50:39,38.69,48,-1
09:50:42,38.71,119,1
09:50:45,38.7,49,-1
09:50:48,38.72,67,1
09:50:51,38.72,27,1
09:50:54,38.72,66,1
09:50:57,38.72,31,1
09:51:00,38.72,56,-1
09:51:03,38.71,104,-1
09:51:06,38.66,153,-1
09:51:09,38.6,148,-1
09:51:12,38.71,16,1
09:51:15,38.68,11,-1
09:51:18,38.7,29,1
09:51:21,38.7,150,1
09:51:24,38.68,3,-1
09:51:27,38.69,18,1
09:51:30,38.68,33,-1
09:51:33,38.55,38,-1
09:51:36,38.6,22,1
09:51:42,38.5,73,-1
09:51:45,38.5,5,1
09:51:48,38.5,85,1
09:51:51,38.55,29,1
09:51:54,38.55,23,-1
09:51:57,38.55,31,-1
09:52:00,38.55,31,-1
09:52:03,38.55,18,-1
09:52:06,38.6,40,1
09:52:09,38.62,24,1
09:52:12,38.66,12,1
09:52:15,38.62,49,-1
09:52:18,38.62,4,-1
09:52:21,38.68,8,1
09:52:24,38.66,8,-1
09:52:27,38.68,46,1
09:52:30,38.68,18,1
09:52:33,38.69,5,1
09:52:36,38.69,14,1
09:52:39,38.7,89,1
09:52:42,38.69,2,-1
09:52:45,38.69,19,-1
09:52:48,38.72,58,1
09:52:51,38.73,44,1
09:52:54,38.72,7,-1
09:52:57,38.77,126,1
09:53:00,38.77,40,1
09:53:03,38.77,89,1
09:53:06,38.77,23,1
09:53:09,38.76,174,-1
09:53:12,38.77,73,1
09:53:15,38.78,90,1
09:53:18,38.8,39,1
09:53:21,38.8,50,1
09:53:24,38.8,40,-1
09:53:27,38.81,130,1
09:53:30,38.81,31,-1
09:53:33,38.82,21,1
09:53:36,38.82,295,-1
09:53:39,38.77,96,-1
09:53:42,38.8,32,1
09:53:45,38.7,9,-1
09:53:48,38.7,33,-1
09:53:51,38.78,8,1
09:53:54,38.64,27,-1
09:53:57,38.64,7,1
09:54:00,38.62,42,-1
09:54:03,38.6,63,-1
09:54:06,38.64,124,1
09:54:09,38.64,8,-1
09:54:12,38.68,10,1
09:54:15,38.64,31,-1
09:54:18,38.68,6,1
09:54:21,38.68,29,1
09:54:24,38.68,48,1
09:54:27,38.64,13,-1
09:54:30,38.7,10,1
09:54:33,38.68,3,1
09:54:36,38.68,15,1
09:54:39,38.68,5,1
09:54:42,38.76,23,1
09:54:48,38.76,17,-1
09:54:51,38.76,24,1
09:54:54,38.74,8,-1
09:54:57,38.74,14,1
09:55:00,38.7,15,-1
09:55:03,38.7,18,-1
09:55:06,38.7,67,-1
09:55:09,38.69,22,-1
09:55:12,38.69,100,-1
09:55:15,38.65,16,-1
09:55:18,38.66,9,1
09:55:21,38.66,14,1
09:55:24,38.66,60,-1
09:55:27,38.65,73,-1
09:55:30,38.65,41,-1
09:55:33,38.7,5,1
09:55:36,38.65,25,-1
09:55:39,38.65,10,-1
09:55:42,38.66,5,1
09:55:45,38.68,12,1
09:55:48,38.65,27,-1
09:55:51,38.69,6,1
09:55:54,38.65,23,-1
