时间戳：2024年05月09日10:39:40 股票代码：600990           item         value
11   buy_1_vol  8.000000e+02
12       buy_2  2.355000e+01
13   buy_2_vol  4.400000e+03
14       buy_3  2.352000e+01
15   buy_3_vol  2.100000e+03
16       buy_4  2.350000e+01
17   buy_4_vol  5.000000e+03
18       buy_5  2.348000e+01
19   buy_5_vol  5.100000e+03
20          最新  2.357000e+01
21          均价  2.328000e+01
22          涨幅  4.150000e+00
23          涨跌  9.400000e-01
24          总手  3.302960e+05
25          金额  7.689093e+08
26          换手  1.228000e+01
27          量比  3.950000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.533840e+05
35          内盘  1.769120e+05

时间戳：2024年05月09日11:17:54 股票代码：600990           item         value
0       sell_5  2.365000e+01
1   sell_5_vol  2.600000e+03
2       sell_4  2.363000e+01
3   sell_4_vol  3.400000e+03
4       sell_3  2.360000e+01
5   sell_3_vol  2.200000e+03
6       sell_2  2.359000e+01
7   sell_2_vol  4.200000e+03
8       sell_1  2.358000e+01
9   sell_1_vol  5.000000e+03
10       buy_1  2.357000e+01
11   buy_1_vol  3.000000e+02
12       buy_2  2.356000e+01
13   buy_2_vol  1.600000e+03
14       buy_3  2.355000e+01
15   buy_3_vol  6.000000e+02
16       buy_4  2.352000e+01
17   buy_4_vol  2.100000e+03
18       buy_5  2.350000e+01
19   buy_5_vol  5.300000e+03
20          最新  2.358000e+01
21          均价  2.328000e+01
22          涨幅  4.200000e+00
23          涨跌  9.500000e-01
24          总手  3.303260e+05
25          金额  7.689800e+08
26          换手  1.228000e+01
27          量比  3.950000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.533850e+05
35          内盘  1.769410e+05

时间戳：2024年05月09日11:17:59 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  6.200000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  2.600000e+03
4       sell_3  2.363000e+01
5   sell_3_vol  3.400000e+03
6       sell_2  2.360000e+01
7   sell_2_vol  2.200000e+03
8       sell_1  2.359000e+01
9   sell_1_vol  4.000000e+03
10       buy_1  2.358000e+01
11   buy_1_vol  4.000000e+02
12       buy_2  2.357000e+01
13   buy_2_vol  5.200000e+03
14       buy_3  2.356000e+01
15   buy_3_vol  9.000000e+02
16       buy_4  2.355000e+01
17   buy_4_vol  6.000000e+02
18       buy_5  2.352000e+01
19   buy_5_vol  2.100000e+03
20          最新  2.358000e+01
21          均价  2.328000e+01
22          涨幅  4.200000e+00
23          涨跌  9.500000e-01
24          总手  3.303660e+05
25          金额  7.690743e+08
26          换手  1.228000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.533900e+05
35          内盘  1.769760e+05

时间戳：2024年05月09日11:18:04 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  6.200000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  2.600000e+03
4       sell_3  2.363000e+01
5   sell_3_vol  3.400000e+03
6       sell_2  2.360000e+01
7   sell_2_vol  2.200000e+03
8       sell_1  2.359000e+01
9   sell_1_vol  3.300000e+03
10       buy_1  2.358000e+01
11   buy_1_vol  1.000000e+03
12       buy_2  2.357000e+01
13   buy_2_vol  5.200000e+03
14       buy_3  2.356000e+01
15   buy_3_vol  4.700000e+03
16       buy_4  2.355000e+01
17   buy_4_vol  6.000000e+02
18       buy_5  2.352000e+01
19   buy_5_vol  2.100000e+03
20          最新  2.359000e+01
21          均价  2.328000e+01
22          涨幅  4.240000e+00
23          涨跌  9.600000e-01
24          总手  3.303730e+05
25          金额  7.690908e+08
26          换手  1.228000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.533950e+05
35          内盘  1.769780e+05

时间戳：2024年05月09日11:18:09 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  6.200000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  2.600000e+03
4       sell_3  2.363000e+01
5   sell_3_vol  3.400000e+03
6       sell_2  2.360000e+01
7   sell_2_vol  2.200000e+03
8       sell_1  2.359000e+01
9   sell_1_vol  2.100000e+03
10       buy_1  2.358000e+01
11   buy_1_vol  2.100000e+03
12       buy_2  2.357000e+01
13   buy_2_vol  3.300000e+03
14       buy_3  2.356000e+01
15   buy_3_vol  4.700000e+03
16       buy_4  2.355000e+01
17   buy_4_vol  6.000000e+02
18       buy_5  2.352000e+01
19   buy_5_vol  2.100000e+03
20          最新  2.359000e+01
21          均价  2.328000e+01
22          涨幅  4.240000e+00
23          涨跌  9.600000e-01
24          总手  3.304060e+05
25          金额  7.691687e+08
26          换手  1.228000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.534150e+05
35          内盘  1.769910e+05

时间戳：2024年05月09日11:18:14 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  6.200000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  2.600000e+03
4       sell_3  2.363000e+01
5   sell_3_vol  3.400000e+03
6       sell_2  2.360000e+01
7   sell_2_vol  2.200000e+03
8       sell_1  2.359000e+01
9   sell_1_vol  1.300000e+03
10       buy_1  2.358000e+01
11   buy_1_vol  1.000000e+03
12       buy_2  2.357000e+01
13   buy_2_vol  3.300000e+03
14       buy_3  2.356000e+01
15   buy_3_vol  4.700000e+03
16       buy_4  2.355000e+01
17   buy_4_vol  6.000000e+02
18       buy_5  2.352000e+01
19   buy_5_vol  2.100000e+03
20          最新  2.359000e+01
21          均价  2.328000e+01
22          涨幅  4.240000e+00
23          涨跌  9.600000e-01
24          总手  3.304250e+05
25          金额  7.692135e+08
26          换手  1.228000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.534370e+05
35          内盘  1.769880e+05

时间戳：2024年05月09日11:18:19 股票代码：600990           item         value
0       sell_5  2.365000e+01
1   sell_5_vol  2.600000e+03
2       sell_4  2.363000e+01
3   sell_4_vol  3.400000e+03
4       sell_3  2.362000e+01
5   sell_3_vol  3.000000e+02
6       sell_2  2.360000e+01
7   sell_2_vol  2.200000e+03
8       sell_1  2.359000e+01
9   sell_1_vol  9.000000e+02
10       buy_1  2.358000e+01
11   buy_1_vol  1.200000e+03
12       buy_2  2.357000e+01
13   buy_2_vol  3.300000e+03
14       buy_3  2.356000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.355000e+01
17   buy_4_vol  6.000000e+02
18       buy_5  2.352000e+01
19   buy_5_vol  2.100000e+03
20          最新  2.359000e+01
21          均价  2.328000e+01
22          涨幅  4.240000e+00
23          涨跌  9.600000e-01
24          总手  3.304450e+05
25          金额  7.692606e+08
26          换手  1.228000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.534370e+05
35          内盘  1.770080e+05

时间戳：2024年05月09日11:18:24 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  6.200000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  2.600000e+03
4       sell_3  2.363000e+01
5   sell_3_vol  3.400000e+03
6       sell_2  2.362000e+01
7   sell_2_vol  3.000000e+02
8       sell_1  2.360000e+01
9   sell_1_vol  1.700000e+03
10       buy_1  2.359000e+01
11   buy_1_vol  1.600000e+03
12       buy_2  2.358000e+01
13   buy_2_vol  1.180000e+04
14       buy_3  2.357000e+01
15   buy_3_vol  3.300000e+03
16       buy_4  2.356000e+01
17   buy_4_vol  4.500000e+03
18       buy_5  2.355000e+01
19   buy_5_vol  6.000000e+02
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.304800e+05
25          金额  7.693432e+08
26          换手  1.228000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.534760e+05
35          内盘  1.770040e+05

时间戳：2024年05月09日11:18:29 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  6.200000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  2.600000e+03
4       sell_3  2.363000e+01
5   sell_3_vol  3.400000e+03
6       sell_2  2.362000e+01
7   sell_2_vol  3.000000e+02
8       sell_1  2.360000e+01
9   sell_1_vol  3.100000e+03
10       buy_1  2.359000e+01
11   buy_1_vol  2.100000e+03
12       buy_2  2.358000e+01
13   buy_2_vol  1.180000e+04
14       buy_3  2.357000e+01
15   buy_3_vol  3.300000e+03
16       buy_4  2.356000e+01
17   buy_4_vol  4.500000e+03
18       buy_5  2.355000e+01
19   buy_5_vol  4.000000e+02
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.304800e+05
25          金额  7.693432e+08
26          换手  1.228000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.534810e+05
35          内盘  1.769990e+05

时间戳：2024年05月09日11:18:34 股票代码：600990           item         value
0       sell_5  2.367000e+01
1   sell_5_vol  1.000000e+02
2       sell_4  2.366000e+01
3   sell_4_vol  6.200000e+03
4       sell_3  2.365000e+01
5   sell_3_vol  2.600000e+03
6       sell_2  2.363000e+01
7   sell_2_vol  3.400000e+03
8       sell_1  2.360000e+01
9   sell_1_vol  1.300000e+03
10       buy_1  2.359000e+01
11   buy_1_vol  1.700000e+03
12       buy_2  2.358000e+01
13   buy_2_vol  1.180000e+04
14       buy_3  2.357000e+01
15   buy_3_vol  3.300000e+03
16       buy_4  2.356000e+01
17   buy_4_vol  4.500000e+03
18       buy_5  2.355000e+01
19   buy_5_vol  1.400000e+03
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.304980e+05
25          金额  7.693857e+08
26          换手  1.229000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.534810e+05
35          内盘  1.770170e+05

时间戳：2024年05月09日11:18:39 股票代码：600990           item         value
0       sell_5  2.371000e+01
1   sell_5_vol  5.000000e+02
2       sell_4  2.370000e+01
3   sell_4_vol  3.100000e+03
4       sell_3  2.368000e+01
5   sell_3_vol  9.000000e+02
6       sell_2  2.367000e+01
7   sell_2_vol  1.000000e+02
8       sell_1  2.366000e+01
9   sell_1_vol  6.100000e+03
10       buy_1  2.360000e+01
11   buy_1_vol  1.500000e+03
12       buy_2  2.359000e+01
13   buy_2_vol  4.500000e+03
14       buy_3  2.358000e+01
15   buy_3_vol  1.220000e+04
16       buy_4  2.357000e+01
17   buy_4_vol  3.300000e+03
18       buy_5  2.356000e+01
19   buy_5_vol  4.500000e+03
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.305820e+05
25          金额  7.695842e+08
26          换手  1.229000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.534810e+05
35          内盘  1.771010e+05

时间戳：2024年05月09日11:18:44 股票代码：600990           item         value
0       sell_5  2.371000e+01
1   sell_5_vol  5.000000e+02
2       sell_4  2.370000e+01
3   sell_4_vol  3.100000e+03
4       sell_3  2.368000e+01
5   sell_3_vol  9.000000e+02
6       sell_2  2.367000e+01
7   sell_2_vol  1.000000e+02
8       sell_1  2.366000e+01
9   sell_1_vol  6.000000e+03
10       buy_1  2.360000e+01
11   buy_1_vol  1.800000e+03
12       buy_2  2.359000e+01
13   buy_2_vol  4.500000e+03
14       buy_3  2.358000e+01
15   buy_3_vol  1.220000e+04
16       buy_4  2.357000e+01
17   buy_4_vol  3.300000e+03
18       buy_5  2.356000e+01
19   buy_5_vol  4.700000e+03
20          最新  2.366000e+01
21          均价  2.328000e+01
22          涨幅  4.550000e+00
23          涨跌  1.030000e+00
24          总手  3.305830e+05
25          金额  7.695865e+08
26          换手  1.229000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.535730e+05
35          内盘  1.770100e+05

时间戳：2024年05月09日11:18:49 股票代码：600990           item         value
0       sell_5  2.371000e+01
1   sell_5_vol  5.000000e+02
2       sell_4  2.370000e+01
3   sell_4_vol  3.100000e+03
4       sell_3  2.368000e+01
5   sell_3_vol  9.000000e+02
6       sell_2  2.367000e+01
7   sell_2_vol  1.000000e+02
8       sell_1  2.366000e+01
9   sell_1_vol  5.200000e+03
10       buy_1  2.363000e+01
11   buy_1_vol  2.000000e+02
12       buy_2  2.360000e+01
13   buy_2_vol  1.900000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.358000e+01
17   buy_4_vol  1.250000e+04
18       buy_5  2.357000e+01
19   buy_5_vol  3.300000e+03
20          最新  2.366000e+01
21          均价  2.328000e+01
22          涨幅  4.550000e+00
23          涨跌  1.030000e+00
24          总手  3.305910e+05
25          金额  7.696054e+08
26          换手  1.229000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.535750e+05
35          内盘  1.770160e+05

时间戳：2024年05月09日11:18:55 股票代码：600990           item         value
0       sell_5  2.371000e+01
1   sell_5_vol  5.000000e+02
2       sell_4  2.370000e+01
3   sell_4_vol  3.100000e+03
4       sell_3  2.368000e+01
5   sell_3_vol  9.000000e+02
6       sell_2  2.367000e+01
7   sell_2_vol  1.000000e+02
8       sell_1  2.366000e+01
9   sell_1_vol  4.000000e+03
10       buy_1  2.363000e+01
11   buy_1_vol  2.000000e+02
12       buy_2  2.362000e+01
13   buy_2_vol  1.000000e+02
14       buy_3  2.360000e+01
15   buy_3_vol  2.900000e+03
16       buy_4  2.359000e+01
17   buy_4_vol  4.500000e+03
18       buy_5  2.358000e+01
19   buy_5_vol  1.250000e+04
20          最新  2.366000e+01
21          均价  2.328000e+01
22          涨幅  4.550000e+00
23          涨跌  1.030000e+00
24          总手  3.306030e+05
25          金额  7.696338e+08
26          换手  1.229000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.535880e+05
35          内盘  1.770150e+05

时间戳：2024年05月09日11:19:00 股票代码：600990           item         value
0       sell_5  2.370000e+01
1   sell_5_vol  3.100000e+03
2       sell_4  2.368000e+01
3   sell_4_vol  9.000000e+02
4       sell_3  2.367000e+01
5   sell_3_vol  1.000000e+02
6       sell_2  2.366000e+01
7   sell_2_vol  4.000000e+03
8       sell_1  2.365000e+01
9   sell_1_vol  6.000000e+02
10       buy_1  2.363000e+01
11   buy_1_vol  2.000000e+02
12       buy_2  2.362000e+01
13   buy_2_vol  1.000000e+02
14       buy_3  2.361000e+01
15   buy_3_vol  2.000000e+02
16       buy_4  2.360000e+01
17   buy_4_vol  3.900000e+03
18       buy_5  2.359000e+01
19   buy_5_vol  4.500000e+03
20          最新  2.365000e+01
21          均价  2.328000e+01
22          涨幅  4.510000e+00
23          涨跌  1.020000e+00
24          总手  3.306180e+05
25          金额  7.696693e+08
26          换手  1.229000e+01
27          量比  3.920000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.535940e+05
35          内盘  1.770240e+05

时间戳：2024年05月09日11:19:05 股票代码：600990           item         value
0       sell_5  2.370000e+01
1   sell_5_vol  3.100000e+03
2       sell_4  2.368000e+01
3   sell_4_vol  9.000000e+02
4       sell_3  2.367000e+01
5   sell_3_vol  1.000000e+02
6       sell_2  2.366000e+01
7   sell_2_vol  4.500000e+03
8       sell_1  2.365000e+01
9   sell_1_vol  1.500000e+03
10       buy_1  2.362000e+01
11   buy_1_vol  1.000000e+02
12       buy_2  2.361000e+01
13   buy_2_vol  2.000000e+02
14       buy_3  2.360000e+01
15   buy_3_vol  3.900000e+03
16       buy_4  2.359000e+01
17   buy_4_vol  4.500000e+03
18       buy_5  2.358000e+01
19   buy_5_vol  1.250000e+04
20          最新  2.365000e+01
21          均价  2.328000e+01
22          涨幅  4.510000e+00
23          涨跌  1.020000e+00
24          总手  3.306630e+05
25          金额  7.697757e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536110e+05
35          内盘  1.770520e+05

时间戳：2024年05月09日11:19:10 股票代码：600990           item         value
0       sell_5  2.368000e+01
1   sell_5_vol  9.000000e+02
2       sell_4  2.367000e+01
3   sell_4_vol  1.000000e+02
4       sell_3  2.366000e+01
5   sell_3_vol  4.500000e+03
6       sell_2  2.365000e+01
7   sell_2_vol  2.000000e+02
8       sell_1  2.364000e+01
9   sell_1_vol  2.000000e+03
10       buy_1  2.361000e+01
11   buy_1_vol  1.000000e+03
12       buy_2  2.360000e+01
13   buy_2_vol  3.900000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.358000e+01
17   buy_4_vol  1.250000e+04
18       buy_5  2.357000e+01
19   buy_5_vol  3.300000e+03
20          最新  2.365000e+01
21          均价  2.328000e+01
22          涨幅  4.510000e+00
23          涨跌  1.020000e+00
24          总手  3.306760e+05
25          金额  7.698065e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536190e+05
35          内盘  1.770570e+05

时间戳：2024年05月09日11:19:15 股票代码：600990           item         value
0       sell_5  2.368000e+01
1   sell_5_vol  9.000000e+02
2       sell_4  2.367000e+01
3   sell_4_vol  1.000000e+02
4       sell_3  2.366000e+01
5   sell_3_vol  4.500000e+03
6       sell_2  2.365000e+01
7   sell_2_vol  1.100000e+03
8       sell_1  2.364000e+01
9   sell_1_vol  1.900000e+03
10       buy_1  2.361000e+01
11   buy_1_vol  7.000000e+02
12       buy_2  2.360000e+01
13   buy_2_vol  3.900000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.358000e+01
17   buy_4_vol  1.250000e+04
18       buy_5  2.357000e+01
19   buy_5_vol  3.300000e+03
20          最新  2.361000e+01
21          均价  2.328000e+01
22          涨幅  4.330000e+00
23          涨跌  9.800000e-01
24          总手  3.306810e+05
25          金额  7.698183e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536320e+05
35          内盘  1.770490e+05

时间戳：2024年05月09日11:19:20 股票代码：600990           item         value
0       sell_5  2.367000e+01
1   sell_5_vol  1.000000e+02
2       sell_4  2.366000e+01
3   sell_4_vol  4.500000e+03
4       sell_3  2.365000e+01
5   sell_3_vol  1.100000e+03
6       sell_2  2.364000e+01
7   sell_2_vol  3.900000e+03
8       sell_1  2.363000e+01
9   sell_1_vol  1.000000e+03
10       buy_1  2.361000e+01
11   buy_1_vol  2.000000e+02
12       buy_2  2.360000e+01
13   buy_2_vol  3.900000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.358000e+01
17   buy_4_vol  1.220000e+04
18       buy_5  2.357000e+01
19   buy_5_vol  3.300000e+03
20          最新  2.361000e+01
21          均价  2.328000e+01
22          涨幅  4.330000e+00
23          涨跌  9.800000e-01
24          总手  3.306910e+05
25          金额  7.698419e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536330e+05
35          内盘  1.770580e+05

时间戳：2024年05月09日11:19:25 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  4.500000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  1.100000e+03
4       sell_3  2.364000e+01
5   sell_3_vol  3.900000e+03
6       sell_2  2.363000e+01
7   sell_2_vol  1.300000e+03
8       sell_1  2.361000e+01
9   sell_1_vol  6.000000e+02
10       buy_1  2.360000e+01
11   buy_1_vol  3.600000e+03
12       buy_2  2.359000e+01
13   buy_2_vol  4.500000e+03
14       buy_3  2.358000e+01
15   buy_3_vol  1.220000e+04
16       buy_4  2.357000e+01
17   buy_4_vol  3.300000e+03
18       buy_5  2.356000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.360000e+01
21          均价  2.328000e+01
22          涨幅  4.290000e+00
23          涨跌  9.700000e-01
24          总手  3.306980e+05
25          金额  7.698584e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536330e+05
35          内盘  1.770650e+05

时间戳：2024年05月09日11:19:30 股票代码：600990           item         value
0       sell_5  2.366000e+01
1   sell_5_vol  4.500000e+03
2       sell_4  2.365000e+01
3   sell_4_vol  1.100000e+03
4       sell_3  2.364000e+01
5   sell_3_vol  3.900000e+03
6       sell_2  2.363000e+01
7   sell_2_vol  1.300000e+03
8       sell_1  2.361000e+01
9   sell_1_vol  1.000000e+02
10       buy_1  2.360000e+01
11   buy_1_vol  3.600000e+03
12       buy_2  2.359000e+01
13   buy_2_vol  4.500000e+03
14       buy_3  2.358000e+01
15   buy_3_vol  1.220000e+04
16       buy_4  2.357000e+01
17   buy_4_vol  3.300000e+03
18       buy_5  2.356000e+01
19   buy_5_vol  7.000000e+02
20          最新  2.361000e+01
21          均价  2.328000e+01
22          涨幅  4.330000e+00
23          涨跌  9.800000e-01
24          总手  3.307030e+05
25          金额  7.698702e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536400e+05
35          内盘  1.770630e+05

时间戳：2024年05月09日11:19:35 股票代码：600990           item         value
0       sell_5  2.367000e+01
1   sell_5_vol  1.000000e+02
2       sell_4  2.366000e+01
3   sell_4_vol  4.500000e+03
4       sell_3  2.365000e+01
5   sell_3_vol  2.100000e+03
6       sell_2  2.364000e+01
7   sell_2_vol  3.900000e+03
8       sell_1  2.363000e+01
9   sell_1_vol  5.000000e+02
10       buy_1  2.361000e+01
11   buy_1_vol  5.000000e+02
12       buy_2  2.360000e+01
13   buy_2_vol  4.800000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.358000e+01
17   buy_4_vol  1.220000e+04
18       buy_5  2.357000e+01
19   buy_5_vol  3.300000e+03
20          最新  2.363000e+01
21          均价  2.328000e+01
22          涨幅  4.420000e+00
23          涨跌  1.000000e+00
24          总手  3.307410e+05
25          金额  7.699599e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536450e+05
35          内盘  1.770960e+05

时间戳：2024年05月09日11:19:40 股票代码：600990           item         value
0       sell_5  2.367000e+01
1   sell_5_vol  1.000000e+02
2       sell_4  2.366000e+01
3   sell_4_vol  4.500000e+03
4       sell_3  2.365000e+01
5   sell_3_vol  2.100000e+03
6       sell_2  2.364000e+01
7   sell_2_vol  3.900000e+03
8       sell_1  2.363000e+01
9   sell_1_vol  6.000000e+02
10       buy_1  2.361000e+01
11   buy_1_vol  4.000000e+02
12       buy_2  2.360000e+01
13   buy_2_vol  4.800000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.358000e+01
17   buy_4_vol  1.220000e+04
18       buy_5  2.357000e+01
19   buy_5_vol  3.300000e+03
20          最新  2.361000e+01
21          均价  2.328000e+01
22          涨幅  4.330000e+00
23          涨跌  9.800000e-01
24          总手  3.307420e+05
25          金额  7.699623e+08
26          换手  1.229000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536510e+05
35          内盘  1.770910e+05

时间戳：2024年05月09日11:19:45 股票代码：600990           item         value
0       sell_5  2.367000e+01
1   sell_5_vol  1.000000e+02
2       sell_4  2.366000e+01
3   sell_4_vol  4.900000e+03
4       sell_3  2.365000e+01
5   sell_3_vol  1.200000e+03
6       sell_2  2.364000e+01
7   sell_2_vol  3.700000e+03
8       sell_1  2.363000e+01
9   sell_1_vol  1.000000e+02
10       buy_1  2.361000e+01
11   buy_1_vol  3.000000e+02
12       buy_2  2.360000e+01
13   buy_2_vol  5.400000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
16       buy_4  2.358000e+01
17   buy_4_vol  1.220000e+04
18       buy_5  2.356000e+01
19   buy_5_vol  7.000000e+02
20          最新  2.361000e+01
21          均价  2.328000e+01
22          涨幅  4.330000e+00
23          涨跌  9.800000e-01
24          总手  3.307560e+05
25          金额  7.699954e+08
26          换手  1.230000e+01
27          量比  3.890000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.536560e+05
35          内盘  1.771000e+05

时间戳：2024年05月09日11:19:50 股票代码：600990           item         value
0       sell_5  2.367000e+01
1   sell_5_vol  1.000000e+02
2       sell_4  2.366000e+01
3   sell_4_vol  4.900000e+03
4       sell_3  2.365000e+01
5   sell_3_vol  1.200000e+03
6       sell_2  2.364000e+01
7   sell_2_vol  3.700000e+03
8       sell_1  2.363000e+01
9   sell_1_vol  1.000000e+02
10       buy_1  2.362000e+01
11   buy_1_vol  1.000000e+02
12       buy_2  2.360000e+01
13   buy_2_vol  5.200000e+03
14       buy_3  2.359000e+01
15   buy_3_vol  4.500000e+03
