时间戳：2024年05月09日10:39:40 股票代码：600990           item         value
时间戳：2024年05月09日10:41:42 股票代码：600990           item         value
0       sell_5  2.335000e+01
1   sell_5_vol  2.500000e+03
2       sell_4  2.333000e+01
3   sell_4_vol  1.000000e+03
4       sell_3  2.331000e+01
5   sell_3_vol  5.800000e+03
6       sell_2  2.330000e+01
7   sell_2_vol  5.300000e+03
8       sell_1  2.329000e+01
9   sell_1_vol  6.800000e+03
10       buy_1  2.328000e+01
11   buy_1_vol  3.000000e+03
12       buy_2  2.327000e+01
13   buy_2_vol  4.000000e+03
14       buy_3  2.326000e+01
15   buy_3_vol  1.060000e+04
16       buy_4  2.325000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.324000e+01
19   buy_5_vol  2.000000e+03
20          最新  2.328000e+01
21          均价  2.325000e+01
22          涨幅  2.870000e+00
23          涨跌  6.500000e-01
24          总手  3.016500e+05
25          金额  7.012519e+08
26          换手  1.121000e+01
27          量比  5.420000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.374640e+05
35          内盘  1.641860e+05

时间戳：2024年05月09日10:41:47 股票代码：600990           item         value
0       sell_5  2.335000e+01
1   sell_5_vol  2.500000e+03
2       sell_4  2.333000e+01
3   sell_4_vol  1.000000e+03
4       sell_3  2.331000e+01
5   sell_3_vol  5.800000e+03
6       sell_2  2.330000e+01
7   sell_2_vol  5.300000e+03
8       sell_1  2.329000e+01
9   sell_1_vol  6.000000e+03
10       buy_1  2.328000e+01
11   buy_1_vol  1.400000e+03
12       buy_2  2.327000e+01
13   buy_2_vol  4.000000e+03
14       buy_3  2.326000e+01
15   buy_3_vol  1.060000e+04
16       buy_4  2.325000e+01
17   buy_4_vol  2.400000e+03
18       buy_5  2.324000e+01
19   buy_5_vol  2.000000e+03
20          最新  2.328000e+01
21          均价  2.325000e+01
22          涨幅  2.870000e+00
23          涨跌  6.500000e-01
24          总手  3.016830e+05
25          金额  7.013271e+08
26          换手  1.121000e+01
27          量比  5.420000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.374770e+05
35          内盘  1.642050e+05

时间戳：2024年05月09日10:41:52 股票代码：600990           item         value
0       sell_5  2.333000e+01
1   sell_5_vol  1.000000e+03
2       sell_4  2.331000e+01
3   sell_4_vol  5.800000e+03
4       sell_3  2.330000e+01
5   sell_3_vol  5.300000e+03
6       sell_2  2.329000e+01
7   sell_2_vol  4.900000e+03
8       sell_1  2.328000e+01
9   sell_1_vol  1.000000e+03
10       buy_1  2.327000e+01
11   buy_1_vol  4.100000e+03
12       buy_2  2.326000e+01
13   buy_2_vol  1.060000e+04
14       buy_3  2.325000e+01
15   buy_3_vol  2.900000e+03
16       buy_4  2.324000e+01
17   buy_4_vol  2.000000e+03
18       buy_5  2.323000e+01
19   buy_5_vol  2.600000e+03
20          最新  2.328000e+01
21          均价  2.325000e+01
22          涨幅  2.870000e+00
23          涨跌  6.500000e-01
24          总手  3.017270e+05
25          金额  7.014311e+08
26          换手  1.122000e+01
27          量比  5.420000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.374900e+05
35          内盘  1.642370e+05

时间戳：2024年05月09日10:41:57 股票代码：600990           item         value
0       sell_5  2.335000e+01
1   sell_5_vol  2.500000e+03
2       sell_4  2.333000e+01
3   sell_4_vol  1.000000e+03
4       sell_3  2.331000e+01
5   sell_3_vol  5.800000e+03
6       sell_2  2.330000e+01
7   sell_2_vol  5.300000e+03
8       sell_1  2.329000e+01
9   sell_1_vol  4.800000e+03
10       buy_1  2.328000e+01
11   buy_1_vol  1.000000e+03
12       buy_2  2.327000e+01
13   buy_2_vol  3.700000e+03
14       buy_3  2.326000e+01
15   buy_3_vol  1.060000e+04
16       buy_4  2.325000e+01
17   buy_4_vol  2.900000e+03
18       buy_5  2.324000e+01
19   buy_5_vol  2.000000e+03
20          最新  2.329000e+01
21          均价  2.325000e+01
22          涨幅  2.920000e+00
23          涨跌  6.600000e-01
24          总手  3.017470e+05
25          金额  7.014761e+08
26          换手  1.122000e+01
27          量比  5.420000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.375120e+05
35          内盘  1.642340e+05

时间戳：2024年05月09日10:42:02 股票代码：600990           item         value
0       sell_5  2.331000e+01
1   sell_5_vol  1.080000e+04
2       sell_4  2.330000e+01
3   sell_4_vol  5.300000e+03
4       sell_3  2.329000e+01
5   sell_3_vol  4.800000e+03
6       sell_2  2.328000e+01
7   sell_2_vol  5.000000e+03
8       sell_1  2.327000e+01
9   sell_1_vol  6.000000e+03
10       buy_1  2.326000e+01
11   buy_1_vol  1.270000e+04
12       buy_2  2.325000e+01
13   buy_2_vol  2.900000e+03
14       buy_3  2.324000e+01
15   buy_3_vol  2.000000e+03
16       buy_4  2.323000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.322000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.327000e+01
21          均价  2.325000e+01
22          涨幅  2.830000e+00
23          涨跌  6.400000e-01
24          总手  3.018300e+05
25          金额  7.016709e+08
26          换手  1.122000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.375270e+05
35          内盘  1.643040e+05

时间戳：2024年05月09日10:42:07 股票代码：600990           item         value
0       sell_5  2.331000e+01
1   sell_5_vol  1.080000e+04
2       sell_4  2.330000e+01
3   sell_4_vol  5.300000e+03
4       sell_3  2.329000e+01
5   sell_3_vol  4.900000e+03
6       sell_2  2.328000e+01
7   sell_2_vol  5.000000e+03
8       sell_1  2.327000e+01
9   sell_1_vol  4.200000e+03
10       buy_1  2.326000e+01
11   buy_1_vol  1.270000e+04
12       buy_2  2.325000e+01
13   buy_2_vol  2.900000e+03
14       buy_3  2.324000e+01
15   buy_3_vol  2.000000e+03
16       buy_4  2.323000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.322000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.327000e+01
21          均价  2.325000e+01
22          涨幅  2.830000e+00
23          涨跌  6.400000e-01
24          总手  3.018300e+05
25          金额  7.016709e+08
26          换手  1.122000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.375270e+05
35          内盘  1.643040e+05

时间戳：2024年05月09日10:42:12 股票代码：600990           item         value
0       sell_5  2.331000e+01
1   sell_5_vol  1.100000e+04
2       sell_4  2.330000e+01
3   sell_4_vol  5.300000e+03
4       sell_3  2.329000e+01
5   sell_3_vol  4.900000e+03
6       sell_2  2.328000e+01
7   sell_2_vol  5.000000e+03
8       sell_1  2.327000e+01
9   sell_1_vol  3.300000e+03
10       buy_1  2.326000e+01
11   buy_1_vol  1.090000e+04
12       buy_2  2.325000e+01
13   buy_2_vol  2.900000e+03
14       buy_3  2.324000e+01
15   buy_3_vol  2.000000e+03
16       buy_4  2.323000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.322000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.327000e+01
21          均价  2.325000e+01
22          涨幅  2.830000e+00
23          涨跌  6.400000e-01
24          总手  3.018620e+05
25          金额  7.017437e+08
26          换手  1.122000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.375620e+05
35          内盘  1.643000e+05

时间戳：2024年05月09日10:42:18 股票代码：600990           item         value
0       sell_5  2.335000e+01
1   sell_5_vol  2.500000e+03
2       sell_4  2.331000e+01
3   sell_4_vol  1.140000e+04
4       sell_3  2.330000e+01
5   sell_3_vol  5.300000e+03
6       sell_2  2.329000e+01
7   sell_2_vol  4.900000e+03
8       sell_1  2.328000e+01
9   sell_1_vol  5.000000e+03
10       buy_1  2.327000e+01
11   buy_1_vol  3.000000e+03
12       buy_2  2.326000e+01
13   buy_2_vol  9.000000e+02
14       buy_3  2.325000e+01
15   buy_3_vol  2.900000e+03
16       buy_4  2.324000e+01
17   buy_4_vol  2.000000e+03
18       buy_5  2.323000e+01
19   buy_5_vol  2.600000e+03
20          最新  2.327000e+01
21          均价  2.325000e+01
22          涨幅  2.830000e+00
23          涨跌  6.400000e-01
24          总手  3.020000e+05
25          金额  7.020647e+08
26          换手  1.123000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.375660e+05
35          内盘  1.644340e+05

时间戳：2024年05月09日10:42:23 股票代码：600990           item         value
0       sell_5  2.336000e+01
1   sell_5_vol  4.700000e+03
2       sell_4  2.335000e+01
3   sell_4_vol  2.500000e+03
4       sell_3  2.331000e+01
5   sell_3_vol  1.140000e+04
6       sell_2  2.330000e+01
7   sell_2_vol  5.300000e+03
8       sell_1  2.329000e+01
9   sell_1_vol  4.900000e+03
10       buy_1  2.327000e+01
11   buy_1_vol  7.000000e+02
12       buy_2  2.326000e+01
13   buy_2_vol  9.000000e+02
14       buy_3  2.325000e+01
15   buy_3_vol  3.100000e+03
16       buy_4  2.324000e+01
17   buy_4_vol  2.000000e+03
18       buy_5  2.323000e+01
19   buy_5_vol  2.600000e+03
20          最新  2.327000e+01
21          均价  2.325000e+01
22          涨幅  2.830000e+00
23          涨跌  6.400000e-01
24          总手  3.020330e+05
25          金额  7.021415e+08
26          换手  1.123000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.376040e+05
35          内盘  1.644290e+05

时间戳：2024年05月09日10:42:28 股票代码：600990           item         value
0       sell_5  2.335000e+01
1   sell_5_vol  2.500000e+03
2       sell_4  2.331000e+01
3   sell_4_vol  1.140000e+04
4       sell_3  2.330000e+01
5   sell_3_vol  5.300000e+03
6       sell_2  2.329000e+01
7   sell_2_vol  4.900000e+03
8       sell_1  2.328000e+01
9   sell_1_vol  1.100000e+03
10       buy_1  2.327000e+01
11   buy_1_vol  9.000000e+02
12       buy_2  2.326000e+01
13   buy_2_vol  9.000000e+02
14       buy_3  2.325000e+01
15   buy_3_vol  3.100000e+03
16       buy_4  2.324000e+01
17   buy_4_vol  2.000000e+03
18       buy_5  2.323000e+01
19   buy_5_vol  2.600000e+03
20          最新  2.328000e+01
21          均价  2.325000e+01
22          涨幅  2.870000e+00
23          涨跌  6.500000e-01
24          总手  3.020840e+05
25          金额  7.022603e+08
26          换手  1.123000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.376040e+05
35          内盘  1.644800e+05

时间戳：2024年05月09日10:42:33 股票代码：600990           item         value
0       sell_5  2.331000e+01
1   sell_5_vol  1.140000e+04
2       sell_4  2.330000e+01
3   sell_4_vol  5.300000e+03
4       sell_3  2.329000e+01
5   sell_3_vol  4.900000e+03
6       sell_2  2.328000e+01
7   sell_2_vol  8.000000e+02
8       sell_1  2.327000e+01
9   sell_1_vol  5.000000e+02
10       buy_1  2.326000e+01
11   buy_1_vol  9.000000e+02
12       buy_2  2.325000e+01
13   buy_2_vol  3.100000e+03
14       buy_3  2.324000e+01
15   buy_3_vol  2.000000e+03
16       buy_4  2.323000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.322000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.327000e+01
21          均价  2.325000e+01
22          涨幅  2.830000e+00
23          涨跌  6.400000e-01
24          总手  3.021190e+05
25          金额  7.023417e+08
26          换手  1.123000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.376070e+05
35          内盘  1.645120e+05

时间戳：2024年05月09日10:42:38 股票代码：600990           item         value
0       sell_5  2.335000e+01
1   sell_5_vol  2.600000e+03
2       sell_4  2.331000e+01
3   sell_4_vol  1.140000e+04
4       sell_3  2.329000e+01
5   sell_3_vol  4.900000e+03
6       sell_2  2.328000e+01
7   sell_2_vol  1.500000e+03
8       sell_1  2.327000e+01
9   sell_1_vol  7.000000e+02
10       buy_1  2.326000e+01
11   buy_1_vol  4.800000e+03
12       buy_2  2.325000e+01
13   buy_2_vol  3.100000e+03
14       buy_3  2.324000e+01
15   buy_3_vol  2.000000e+03
16       buy_4  2.323000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.322000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.327000e+01
21          均价  2.325000e+01
22          涨幅  2.830000e+00
23          涨跌  6.400000e-01
24          总手  3.021360e+05
25          金额  7.023813e+08
26          换手  1.123000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.376170e+05
35          内盘  1.645190e+05

时间戳：2024年05月09日10:42:43 股票代码：600990           item         value
0       sell_5  2.335000e+01
1   sell_5_vol  2.600000e+03
2       sell_4  2.331000e+01
3   sell_4_vol  1.140000e+04
4       sell_3  2.329000e+01
5   sell_3_vol  4.900000e+03
6       sell_2  2.328000e+01
7   sell_2_vol  1.500000e+03
8       sell_1  2.327000e+01
9   sell_1_vol  4.000000e+02
10       buy_1  2.326000e+01
11   buy_1_vol  3.900000e+03
12       buy_2  2.325000e+01
13   buy_2_vol  3.100000e+03
14       buy_3  2.324000e+01
15   buy_3_vol  2.000000e+03
16       buy_4  2.323000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.322000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.326000e+01
21          均价  2.325000e+01
22          涨幅  2.780000e+00
23          涨跌  6.300000e-01
24          总手  3.021510e+05
25          金额  7.024162e+08
26          换手  1.123000e+01
27          量比  5.350000e+00
28          最高  2.408000e+01
29          最低  2.185000e+01
30          今开  2.189000e+01
31          昨收  2.263000e+01
32          涨停  2.489000e+01
33          跌停  2.037000e+01
34          外盘  1.376220e+05
35          内盘  1.645290e+05

时间戳：2024年05月09日10:42:49 股票代码：600990           item         value
0       sell_5  2.331000e+01
1   sell_5_vol  1.140000e+04
2       sell_4  2.330000e+01
3   sell_4_vol  1.500000e+03
4       sell_3  2.329000e+01
5   sell_3_vol  4.900000e+03
6       sell_2  2.328000e+01
7   sell_2_vol  1.700000e+03
8       sell_1  2.327000e+01
9   sell_1_vol  5.200000e+03
10       buy_1  2.326000e+01
11   buy_1_vol  2.000000e+03
12       buy_2  2.325000e+01
13   buy_2_vol  3.100000e+03
14       buy_3  2.324000e+01
15   buy_3_vol  2.000000e+03
16       buy_4  2.323000e+01
17   buy_4_vol  2.600000e+03
18       buy_5  2.322000e+01
19   buy_5_vol  9.000000e+02
20          最新  2.327000e+01
